cache_key,ResponseId,timepoint,score_model,focal_claim_summary,focal_claim_restatement,post_text,score,confidence,rationale,request_ok,error_message,item_id,focal_claim
f7cc4b7197941ce5f215c1839ef635ec9b7cf859d93ffb55a2db346268260d04,R_64kfvVsuFuYavEE,pre,google/gemini-3-flash-preview,The conspiracy theory claims that drones seen over New Jersey were part of an operation involving an Iranian mothership and drones.,The drones over New Jersey were partly an Iranian mothership and drones.,Iranian mothership?,50.0,0.9,"The post asks an open question repeating the claim, which does not imply either belief or disbelief.",True,,R_64kfvVsuFuYavEE::pre,
d6b1f6ff09f1de836be6fdee8fc031f978c832db348ebbbb0033bea3ab29b178,R_64kfvVsuFuYavEE,post,google/gemini-3-flash-preview,The conspiracy theory claims that drones seen over New Jersey were part of an operation involving an Iranian mothership and drones.,The drones over New Jersey were partly an Iranian mothership and drones.,"Hobbyists, interesting.",20.0,0.9,"By attributing the drones to 'hobbyists', the author provides a mundane alternative explanation, thereby arguing against the conspiracy claim.",True,,R_64kfvVsuFuYavEE::post,
b1d2cb9efaf5a5c8019cc4ab745826c11e711c223af5add638310b656eb8b747,R_5qrOlaRgZtHKYig,pre,google/gemini-3-flash-preview,"The conspiracy theory discussed is that the world is being taken over by global elites, with various claims suggesting that either Israel, Muslims, or the richest people in the world are orchestrating this takeover.",Global elites are taking over the world.,We need more proof not talk,40.0,0.8,"The author calls for proof and dismisses current claims as 'talk', suggesting they are currently unconvinced of the theory.",True,,R_5qrOlaRgZtHKYig::pre,
eb1cbb3420f3c6eb0107067da2e0dc32d04617ab6ba8909734bfb9b17a9e2287,R_5qrOlaRgZtHKYig,post,google/gemini-3-flash-preview,"The conspiracy theory discussed is that the world is being taken over by global elites, with various claims suggesting that either Israel, Muslims, or the richest people in the world are orchestrating this takeover.",Global elites are taking over the world.,"No one group or nation can accomplish this, it is impossible, nations have tried to take over the world in the past and failed and it would have been a lot easier back then than it would today, and global elites wouldn't let you have open source AI, they would keep it for themselves",0.0,1.0,The author explicitly argues that the claim is 'impossible' and provides logical reasons why a global takeover by elites is not happening.,True,,R_5qrOlaRgZtHKYig::post,
2a9f54ed929ce3a47bde4bca375ec23ae9de178d32016febd92d9c16831cb310,R_6j9S77B3AMAzjZe,pre,google/gemini-3-flash-preview,The conspiracy theory claims that there will not be midterm elections this year because President Trump and the Republicans suggest they are performing so well that holding an election is unnecessary.,There will not be a midterm election this year because Trump and the Republicans are doing such a great job that there is no need for one.,There will not be a midterm election this year because Trump and the Republicans are doing such a great job that there is no need for one.,100.0,1.0,"The post is a verbatim statement of the focal claim, asserting it as a fact.",True,,R_6j9S77B3AMAzjZe::pre,
40006e6f4782312eab08050edf7928a0ea066241bf3a8fc264a73cb383d14667,R_6j9S77B3AMAzjZe,post,google/gemini-3-flash-preview,The conspiracy theory claims that there will not be midterm elections this year because President Trump and the Republicans suggest they are performing so well that holding an election is unnecessary.,There will not be a midterm election this year because Trump and the Republicans are doing such a great job that there is no need for one.,There will not be a midterm election this year because Trump and the Republicans are doing such a great job that there is no need for one.,100.0,1.0,"The post is a verbatim statement of the focal claim, asserting it as a fact.",True,,R_6j9S77B3AMAzjZe::post,
ada1b1aa76c7a864f84e3972534d83a68962b3e06c6897a0d1f6fb255054c2b4,R_5W42O5GdDuDAOB3,pre,google/gemini-3-flash-preview,The conspiracy theory claims that a government intentionally created the coronavirus as a biological weapon and released it worldwide to test its effectiveness.,A government created the coronavirus as a weapon and released it worldwide to test its effectiveness.,I just found out that a government created the coronavirus as a weapon and released only to test how effective it would be on the world,100.0,1.0,"The post explicitly states that they 'found out' the claim is true, treating it as a discovered fact.",True,,R_5W42O5GdDuDAOB3::pre,
40d8d601989c7f0d0d0b58e8a38b1871199fb668d56cde057f4364de2ecfb491,R_5W42O5GdDuDAOB3,post,google/gemini-3-flash-preview,The conspiracy theory claims that a government intentionally created the coronavirus as a biological weapon and released it worldwide to test its effectiveness.,A government created the coronavirus as a weapon and released it worldwide to test its effectiveness.,I was right the Chinese government created the coronavirus as a weapon and used it to test its effectiveness on the world,100.0,1.0,The post asserts the claim as a fact and claims personal vindication ('I was right').,True,,R_5W42O5GdDuDAOB3::post,
4341d130412e1afccacb026c9bd77b252f7a2707f25f9f44be5f24b6a6f046a1,R_1jqDiNCreyjizit,pre,google/gemini-3-flash-preview,"The conspiracy theory being discussed claims that the government is hiding information from the public, specifically that the Earth is flat and that people are being misled about its true shape.","The government is hiding things from the US public, including the fact that the earth is flat.",We are being lied to as people by people who swore to protect and defend and be honest with us as part of the constitution.,60.0,0.8,"The post expresses a strong belief that the government is lying to the public, which aligns with the premise of the focal claim, though it does not explicitly mention the flat earth aspect.",True,,R_1jqDiNCreyjizit::pre,
f04d517c71b24abf0d836e7eae2e8c657a09a4c4211c1eba6fe6bbfbc9b4de28,R_1jqDiNCreyjizit,post,google/gemini-3-flash-preview,"The conspiracy theory being discussed claims that the government is hiding information from the public, specifically that the Earth is flat and that people are being misled about its true shape.","The government is hiding things from the US public, including the fact that the earth is flat.",I believe the earth is flat because there has been a lot of underlying proofs.,100.0,1.0,The post explicitly states a belief that the earth is flat based on perceived 'proofs'.,True,,R_1jqDiNCreyjizit::post,
9215f9b983abd260153835cadac16744ee53ebdc03c4644a9ce96d6f01aabef8,R_7fE6UlPphYKpZP1,pre,google/gemini-3-flash-preview,The conspiracy theory being discussed involves the belief that the Earth is flat and the claim that there has been contact with extraterrestrial beings.,Extraterrestrial beings have made contact with Earth and the world is flat.,No extraterrestrial beings hasn’t been proven and scientist figured the world is round,0.0,1.0,"The post explicitly rejects both parts of the focal claim, stating extraterrestrials haven't been proven and the world is round.",True,,R_7fE6UlPphYKpZP1::pre,
83ce512a92ac901a7840d65034ae54d2fa8d1b023cfc39fa95ae4e6db76e534a,R_7fE6UlPphYKpZP1,post,google/gemini-3-flash-preview,The conspiracy theory being discussed involves the belief that the Earth is flat and the claim that there has been contact with extraterrestrial beings.,Extraterrestrial beings have made contact with Earth and the world is flat.,I believe the world is round and there quite possibly life on other planets,15.0,0.9,"The post rejects the 'flat earth' portion of the claim by stating the world is round, though it is open to the possibility of life on other planets (which is distinct from the claim of contact).",True,,R_7fE6UlPphYKpZP1::post,
60ffb5870c1a4985df713656682b17f06f485b40f5c7f4121cff93d163727408,R_5Nhb3tk2BtgmyYz,pre,google/gemini-3-flash-preview,The conspiracy theory claims that President Kennedy's assassination was orchestrated by the mafia.,President Kennedy's assassination was caused by the mafia due to Bobby Kennedy's efforts to expose them with Jack's support.,There were so many Kennedy enemies that it’s hard to know which one is responsible.,50.0,0.9,"The post is uncertain and mentions multiple potential enemies, neither confirming nor denying the specific mafia claim.",True,,R_5Nhb3tk2BtgmyYz::pre,
a90d15e3d127c4da2d31dd43f23d1bf6b083c10b7b45407926a6274c5ba55636,R_5Nhb3tk2BtgmyYz,post,google/gemini-3-flash-preview,The conspiracy theory claims that President Kennedy's assassination was orchestrated by the mafia.,President Kennedy's assassination was caused by the mafia due to Bobby Kennedy's efforts to expose them with Jack's support.,There is no facts to back that claim up.,10.0,1.0,"The post explicitly states there are no facts to back up the claim, which is a strong rejection of its validity.",True,,R_5Nhb3tk2BtgmyYz::post,
1e337e2915cdad5593402d54ebfd67ca3b2bae0b8049f43771d91c2adfddd5eb,R_1Nlex1inpfw5IrF,pre,google/gemini-3-flash-preview,"The conspiracy theory claims that the government is concealing advanced technology obtained from aliens. Additionally, there is a belief that a cure for cancer exists but is being hidden because cancer treatment is highly profitable.",The government is hiding alien technology and there's also a cure for cancer that has been concealed to ensure the continuation of profitable cancer treatments.,The government is keeping alien technology to itself and using cancer as a way to profit,100.0,1.0,"The post explicitly states the focal claim as a fact, asserting that the government is keeping alien technology and using cancer for profit.",True,,R_1Nlex1inpfw5IrF::pre,
d7e63742fa906562d8718763c98d270dcda40c58793fcf3f2ab5fab01aa1ef51,R_1Nlex1inpfw5IrF,post,google/gemini-3-flash-preview,"The conspiracy theory claims that the government is concealing advanced technology obtained from aliens. Additionally, there is a belief that a cure for cancer exists but is being hidden because cancer treatment is highly profitable.",The government is hiding alien technology and there's also a cure for cancer that has been concealed to ensure the continuation of profitable cancer treatments.,I think there is no alien technology nor is the government hiding the cure to cancer as they are spending a lot trying to find the cure.,0.0,1.0,"The post explicitly denies both parts of the focal claim, stating there is no alien technology and the government is not hiding a cure.",True,,R_1Nlex1inpfw5IrF::post,
32b5faa972685f005dd9a5b1221d22e03d0e0557cf4e25b38e2ec9fa4081b03b,R_6eFqK2oGKC7NmaB,pre,google/gemini-3-flash-preview,"The conspiracy theory being discussed is that former President Donald Trump ordered the assassination of Jeffrey Epstein while he was in prison, and that video footage from the prison was manipulated to cover up the incident.","Epstein's death was orchestrated by Trump, with evidence including manipulated prison video footage and Epstein's family's belief that he was not suicidal.","I don’t usually lean into conspiracy talk, but the circumstances around Epstein’s death still don’t sit right with a lot of people—and I get why. When someone connected to so many powerful figures dies under questionable conditions, it naturally raises more questions than answers.

At the same time, it’s important to separate what we know from what we suspect. There were serious failures in oversight and accountability—that much is clear. Whether those failures were due to incompetence or something more deliberate is where opinions start to diverge.

What matters most to me is that the victims never got the full justice they deserved. Regardless of how or why it happened, that’s the real tragedy that shouldn’t get lost in the noise.",50.0,0.9,"The post acknowledges the suspicious circumstances but remains neutral, emphasizing the tragedy and the lack of justice rather than endorsing the specific claim that Trump ordered an assassination.",True,,R_6eFqK2oGKC7NmaB::pre,
ed99f94662f8985f6645ae17c04522892fc17e3b41d57eec1959d4fa54ecf77f,R_6eFqK2oGKC7NmaB,post,google/gemini-3-flash-preview,"The conspiracy theory being discussed is that former President Donald Trump ordered the assassination of Jeffrey Epstein while he was in prison, and that video footage from the prison was manipulated to cover up the incident.","Epstein's death was orchestrated by Trump, with evidence including manipulated prison video footage and Epstein's family's belief that he was not suicidal.",There’re so many questions surrounding epstain’s death. What happened to missing minutes in prism video? Who benefits most if he dies?,65.0,0.8,"The post asks leading questions about missing video and 'who benefits,' which leans toward endorsing the idea of a cover-up/conspiracy, though it doesn't explicitly name Trump.",True,,R_6eFqK2oGKC7NmaB::post,
ba652bb32a80f164140a350beda1f6319c30a2564622305e18244955c1818c05,R_7m6bLGRsK2AAubf,pre,google/gemini-3-flash-preview,"The conspiracy theory claims that an ice wall, protected collectively by all nations, conceals an entrance to another world inhabited by different people and creatures.","There is an ice wall protected by all nations that has an opening to another world and people where other living beings, including animals, reside.","There is an ice wall and it is protected by all nations to not go past the ice wall.A tready was signed by all the nations and had never been broken.  They say beyond this  ice wall a large hole and opening to a whole other world exists forests .. extinct animals..and people who are not like us ..who are so advanced  along with methods of transportation we have never seen. Is this true? I do not know but it could be because why is it so guarded by all the nations in a peacefull tready 
Me I think it's true",100.0,1.0,The post explicitly states 'Me I think it's true' after describing the ice wall and the world beyond it.,True,,R_7m6bLGRsK2AAubf::pre,
01960365788925b7184a3d3cc26fa2b677bd080e6912c0c5ccef39a2dda1b6fe,R_7m6bLGRsK2AAubf,post,google/gemini-3-flash-preview,"The conspiracy theory claims that an ice wall, protected collectively by all nations, conceals an entrance to another world inhabited by different people and creatures.","There is an ice wall protected by all nations that has an opening to another world and people where other living beings, including animals, reside.",The so called ice wall you he opening to another world is not possible.Yond of research has been done over many years plus photos and journals and expaditions all proven these made up tales are impossible,0.0,1.0,The post explicitly states that the ice wall and opening to another world are 'not possible' and 'made up tales.',True,,R_7m6bLGRsK2AAubf::post,
7f6158cde965086d8092fb4913c682397fca9f8adbe2515cc0b9259e2f726c76,R_5nx6vYia58p8GPd,pre,google/gemini-3-flash-preview,The conspiracy theory claims that the government is concealing evidence of visits by extraterrestrial beings to Earth.,The government is hiding evidence of extraterrestrial visits.,"There is a chance that the government is hiding the existence of space men from us, but even if they're not  it is still kind of cool",60.0,0.8,"The post suggests there is a 'chance' the government is hiding space men, which is a mild endorsement of the possibility.",True,,R_5nx6vYia58p8GPd::pre,
240fa4da7c0b97ed59593502c5d234bccc0fd7839fb3231b0361c6413dced4b1,R_5nx6vYia58p8GPd,post,google/gemini-3-flash-preview,The conspiracy theory claims that the government is concealing evidence of visits by extraterrestrial beings to Earth.,The government is hiding evidence of extraterrestrial visits.,So aliens think we are a daytime drama and the government has been covering it up. Still wonder what the end game is,90.0,0.9,"The post treats the government cover-up as a premise ('the government has been covering it up') while speculating on the 'end game,' indicating high endorsement.",True,,R_5nx6vYia58p8GPd::post,
6cff74434f29088befc1878548011b129794db8e0a778358546992167ea0d9e7,R_3n7wGKqBthgAQtX,pre,google/gemini-3-flash-preview,The conspiracy theory being discussed claims that the 9/11 attacks were orchestrated or facilitated by the U.S. government rather than by external terrorist groups.,The government orchestrated the events of 9/11.,Did the government facilitate the 9/11 attacks?,50.0,0.9,"The post asks an open-ended question without implying an answer or accepting the premise, which fits the criteria for a score of 50.",True,,R_3n7wGKqBthgAQtX::pre,
848f370e63cfe3d7d3b2c2c5a8e8774606a0820e265507b6f28afafc3f52a47f,R_3n7wGKqBthgAQtX,post,google/gemini-3-flash-preview,The conspiracy theory being discussed claims that the 9/11 attacks were orchestrated or facilitated by the U.S. government rather than by external terrorist groups.,The government orchestrated the events of 9/11.,There may or may not have been explosives at ground zero on 9/11/2001.,55.0,0.7,"The post introduces a common conspiracy trope (explosives at ground zero) with 'may or may not,' which is slightly more suggestive than a neutral question but remains non-committal.",True,,R_3n7wGKqBthgAQtX::post,
ef4885333d40a45267048eb3efca91d85d61f6e347f4b2e3a93ab6055a9918fd,R_5F4lIv8EPc8LIYU,pre,google/gemini-3-flash-preview,The conspiracy theory claims that billionaires are involved in the practice of eating babies and use videos of these acts to blackmail one another.,Billionaires eat babies and use videos of it as blackmail against each other.,Omg yall these billionaires are disgusting! Earing babies? Sex cults? Absolutely insane.,100.0,0.95,"The post expresses shock and disgust while explicitly repeating the claim's components ('Eating babies?'), treating the premise as a reality that is 'insane' and 'disgusting'.",True,,R_5F4lIv8EPc8LIYU::pre,
cb200a13eb53cea8b73c67ac6a499f9619d92a0743527c84ca9afa545df44583,R_5F4lIv8EPc8LIYU,post,google/gemini-3-flash-preview,The conspiracy theory claims that billionaires are involved in the practice of eating babies and use videos of these acts to blackmail one another.,Billionaires eat babies and use videos of it as blackmail against each other.,"Ive heard somw.prettt crazy things online, but maybe things are easily misconstrued ans claimed to be dsct when there is no proof
.",25.0,0.9,"The post distances the author from the claim by suggesting things are misconstrued and that there is no proof, though it uses somewhat soft language ('maybe').",True,,R_5F4lIv8EPc8LIYU::post,
33e0762e8fe261898173cb89695af3ae2ba98982a7797e4bf78fffd5a678d3cc,R_7MA42VinAmSRgs6,pre,google/gemini-3-flash-preview,"The conspiracy theory claims that the government is concealing the true identity of those responsible for the assassination of President Kennedy, with theories suggesting different individuals, including possibly the driver, were involved based on various videos showing different angles of the event.","The government is concealing the true identity of President Kennedy's killer, potentially involving multiple shooters captured on video.",I do not truly believe that this conspiracy is true as I don't think there's a true way to hide this from people who were actually in attendance.,0.0,1.0,The post explicitly states 'I do not truly believe that this conspiracy is true' and provides a logical reason for its falsehood.,True,,R_7MA42VinAmSRgs6::pre,
2c3532e549b968cdaa45903c3006196cb9e034b82fe6b2120208ce56734a589e,R_7MA42VinAmSRgs6,post,google/gemini-3-flash-preview,"The conspiracy theory claims that the government is concealing the true identity of those responsible for the assassination of President Kennedy, with theories suggesting different individuals, including possibly the driver, were involved based on various videos showing different angles of the event.","The government is concealing the true identity of President Kennedy's killer, potentially involving multiple shooters captured on video.",There is overwhelming evidence and studies that showcase conspiracies about JFK are false.,0.0,1.0,The post states there is overwhelming evidence that the conspiracies are false.,True,,R_7MA42VinAmSRgs6::post,
067689964af9d0d9fe9b3eb8417d11c04383607efea20786cfe718c2b24e80c2,R_7SosAKSwlm9WznP,pre,google/gemini-3-flash-preview,The conspiracy theory being discussed is that cell phones have the capability to listen to users' conversations and subsequently use this information to target them with specific advertisements.,Cell phones listen to your conversations.,Everything we talk about is being heard by your phone,100.0,1.0,The post states the claim as a definitive fact: 'Everything we talk about is being heard by your phone'.,True,,R_7SosAKSwlm9WznP::pre,
7febb78a4220ebf3128e88e1db693b9df7567d24d7f11e6e3d2fe4765d8a36b1,R_7SosAKSwlm9WznP,post,google/gemini-3-flash-preview,The conspiracy theory being discussed is that cell phones have the capability to listen to users' conversations and subsequently use this information to target them with specific advertisements.,Cell phones listen to your conversations.,Your phone is not listening to you you are are being shown things that are in your daily life that you do and buy so your phone just gives you different options,0.0,1.0,The post explicitly denies the claim ('Your phone is not listening to you') and provides a mundane alternative explanation regarding data and algorithms.,True,,R_7SosAKSwlm9WznP::post,
8defaf1208443185a0334a17c3ecee5fd1eff056282f4a368f15920e4ce1a1b3,R_50BGyvzBmVWLCox,pre,google/gemini-3-flash-preview,The conspiracy theory claims that government officials are not actual humans but are clones.,Government officials are clones and not humans.,"The president is acting strange, he don't look like he is on drugs he don't look drunk do ya think he's a clone?",70.0,0.85,"The post asks a premise-accepting question ('do ya think he's a clone?') based on observations of the president's behavior, implying the theory is a plausible explanation.",True,,R_50BGyvzBmVWLCox::pre,
b91f62c3ea5fc660eb1e8268e262be571334345b852f378b26c13031e4ca2995,R_50BGyvzBmVWLCox,post,google/gemini-3-flash-preview,The conspiracy theory claims that government officials are not actual humans but are clones.,Government officials are clones and not humans.,I think we should start having younger presidents because as you get older your not as sharp,50.0,0.9,The post offers a mundane observation about the age of presidents and does not address the conspiracy claim of cloning at all.,True,,R_50BGyvzBmVWLCox::post,
2fcbc93a023d4eef988f8fca51ac82fc739f905a766075f32eb0e58cef4e1a76,R_13rzqVQrpnIz0VX,pre,google/gemini-3-flash-preview,"The conspiracy theory being discussed suggests that technological advancements, particularly those that emerged after World War II, such as lasers and digital technology, were derived from alien sources or technology. Despite no concrete evidence of alien bodies or how this information was acquired, the theory posits that these innovations could have extraterrestrial origins rather than solely resulting from human scientific research and development.","Advanced technology developments after World War II, including lasers and digital innovations, were influenced by aliens, although there is no direct evidence of extraterrestrial existence.",I have watched shows like XFiles and a lot of their material then are coming true now. Back then they were theries now they are reality. This is my belief and I won't change my mind.,90.0,0.8,"The post expresses a strong belief that things once considered 'theories' (referencing sci-fi like X-Files) are now 'reality' and states they won't change their mind, strongly implying endorsement of the alien-tech premise.",True,,R_13rzqVQrpnIz0VX::pre,
