ResponseId,gpt_orientation,claude_orientation,gemini_orientation,orientation_consensus,n_votes,canonical_claim,gpt_rationale,claude_rationale,gemini_rationale
R_11vHU3oKjQVMKZf,affirms,affirms,affirms,affirms,3,"Bigfoot exists and has been spotted, with evidence including footprints, pictures, and video footage.",Restatement asserts Bigfoot’s existence and evidence; rating 100 endorses the described belief.,"Rating 100 means believing Bigfoot is real, matching the conspiracy described.","The restatement explicitly claims Bigfoot exists, so a 100 rating directly affirms the participant's conspiracy."
R_11zvQx3U5aI4Nal,affirms,affirms,affirms,affirms,3,The 9/11 attacks involved U.S. government involvement and were used to control the general population.,"Restatement asserts government involvement and population control, matching the participant’s conspiracy claim.",Restatement directly asserts the conspiracy: government involvement and population control.,The restatement directly asserts the participant's conspiracy theory that the government was involved in 9/11 for population control.
R_123MtQ3Wozvr6g3,affirms,affirms,affirms,affirms,3,Donald Trump and Elon Musk manipulated the outcome to win the last election.,"Restatement asserts the alleged election manipulation as true, matching the participant’s described conspiracy.",Restatement directly asserts the conspiracy that Trump and Musk cheated to win.,"Rating 100 means agreeing they manipulated the election, which directly affirms the participant's conspiracy theory."
R_12458jByXPrSUvr,affirms,affirms,affirms,affirms,3,There is a hidden society beyond the Ice wall in Antarctica that only higher government officials know about.,Restatement directly asserts the described conspiracy; rating 100 means fully endorsing it.,Restatement directly asserts the conspiracy as true; 100 = full belief.,The restatement directly asserts the participant's conspiracy theory about a hidden society beyond the Antarctic ice wall.
R_124Kp07psZkIcSH,affirms,affirms,affirms,affirms,3,The World Trade Center Twin Towers on 9/11 were brought down by controlled demolitions to initiate a new era of American imperialism.,Restatement directly asserts the controlled-demolition conspiracy; rating 100 means endorsing that conspiracy.,"Rating 100 means believing controlled demolition conspiracy, matching participant's described theory.",The restatement directly asserts the conspiracy theory as true.
R_12J1EQKq2JswiSq,affirms,affirms,affirms,affirms,3,The government is hiding evidence of extraterrestrial contact and has recovered alien technology.,Restatement directly asserts the described conspiracy; rating 100 indicates full belief in it.,Restatement directly matches the conspiracy claim verbatim.,"The restatement directly asserts the participant's conspiracy theory, so a 100 rating means fully believing it."
R_12UNIa6s9RebkcN,affirms,affirms,affirms,affirms,3,"The coronavirus was created in a lab, along with its antibody, by a group that profits from selling them.",Restatement directly asserts the participant’s lab-creation and profiteering conspiracy as true.,Restatement directly states the conspiracy: lab-created virus and antibody sold for profit.,The restatement directly asserts the participant's conspiracy theory that the virus and antibody were created for profit.
R_12VrtqW5pdD20k9,affirms,affirms,affirms,affirms,3,"More than one person was involved in JFK's murder, and Lee Harvey Oswald did not act alone.","Restatement matches participant’s conspiracy claim that JFK was killed by multiple people, not Oswald alone.","Restatement directly asserts the conspiracy: multiple people involved, Oswald not alone.",The restatement directly asserts the participant's belief that multiple people were involved in JFK's assassination.
R_12VuoNNrNqO7CiC,affirms,affirms,affirms,affirms,3,A group known as The Illuminates controls everything around the world.,Restatement directly asserts the described conspiracy as true; rating 100 endorses it.,Restatement directly asserts the Illuminati conspiracy as true; 100 = full belief.,"The restatement directly asserts the existence and global control of the Illuminati, matching the participant's conspiracy."
R_12WvD5AeURpKa97,affirms,affirms,affirms,affirms,3,"Cloning people has been attempted, and the results of these experiments exist but are not fully disclosed.","Restatement asserts secret human cloning attempts and undisclosed results, matching participant’s described conspiracy.",Restatement directly affirms secret human cloning experiments with hidden results.,Rating 100 endorses the participant's belief that human cloning has been attempted and the results are being hidden.
R_12sh87V4qs4O2MO,affirms,affirms,affirms,affirms,3,"Jeffrey Epstein's death was a coverup, and he is still alive in hiding due to having powerful knowledge and potentially making a deal.","Restatement asserts coverup and Epstein still alive, matching the participant’s conspiracy framing.",Restatement directly asserts the conspiracy: Epstein faked death and is alive.,Rating 100 endorses the participant's theory that Epstein's death was a coverup and he is alive in hiding.
R_12shHZKGrvr4DZz,affirms,affirms,affirms,affirms,3,Trump conspired with the Russians.,Restatement directly asserts the participant’s conspiracy; rating 100 means believing Trump conspired with Russia.,Restatement directly states the conspiracy as true; 100 = believes it.,"Rating 100 means believing Trump conspired with Russia, which directly affirms the participant's conspiracy theory."
R_12t9W3ES9QF5FaN,affirms,affirms,affirms,affirms,3,"The government is hiding evidence of extraterrestrial contact and has recovered alien technology, supported by testimonies and evidence from retired engineers and a dying scientist.",Restatement asserts the conspiracy claims as true; a 100 rating endorses government alien cover-up.,Restatement directly asserts the conspiracy claim; rating 100 endorses it fully.,The restatement directly asserts the participant's belief that the government is hiding extraterrestrial contact and technology.
R_12zlkE6YjXnyCC6,affirms,affirms,affirms,affirms,3,Epstein is still alive and hiding from the world.,Restatement matches the described conspiracy; rating 100 means believing Epstein faked his death and is alive.,Restatement directly states the conspiracy: Epstein faked his death and is alive.,"Rating 100 means believing Epstein is alive, which directly affirms the participant's conspiracy theory."
R_138hSlcQenL5Gf6,affirms,affirms,affirms,affirms,3,Jeffrey Epstein was murdered by the government.,Restatement asserts the conspiracy as true; 100 rating endorses government murder claim.,Restatement directly asserts government murdered Epstein; 100 = fully believes conspiracy.,The restatement directly asserts the participant's conspiracy theory as true.
R_13c71wu8TVrbw8F,affirms,affirms,affirms,affirms,3,Reptilian leaders are shape-shifting reptiles disguised as humans.,Restatement directly asserts the participant’s reptilian shapeshifter conspiracy as true.,"Rating 100 means believing leaders are reptilian shapeshifters, endorsing the conspiracy.",Rating the statement 100 directly endorses the participant's conspiracy theory about shape-shifting reptilian leaders.
R_13ee2baYeNfNezx,affirms,affirms,affirms,affirms,3,COVID-19 was deliberately created and released from a Chinese lab to control the population and ruin businesses.,"Restatement asserts the conspiracy claim (deliberate lab creation/release for control), so 100 endorses it.",Restatement directly states the conspiracy as true; 100 = full belief.,The restatement directly asserts the participant's conspiracy theory that COVID-19 was deliberately created to control the population.
R_13nBbOY2s1O6UEN,affirms,affirms,affirms,affirms,3,COVID was developed as a biological weapon.,Restatement directly asserts the participant’s conspiracy claim; rating 100 means fully endorsing it.,Restatement directly states the conspiracy as true; 100 = believes it.,Rating 100 directly endorses the participant's theory that COVID was created as a biological weapon.
R_13rzqVQrpnIz0VX,affirms,affirms,affirms,affirms,3,"Advanced technologies developed after World War II, such as lasers and digital innovations, came from or were influenced by alien/extraterrestrial involvement.",Restatement asserts post-WWII tech was influenced by aliens; rating 100 endorses the conspiracy claim.,"Rating 100 means believing post-WWII technology came from alien influence, endorsing the conspiracy.",Rating 100 endorses the core conspiracy claim that post-WW2 technology was influenced by aliens.
R_1433yBa6x2x2gq2,affirms,affirms,affirms,affirms,3,The government is hiding evidence of extraterrestrial life and has recovered technology from alien beings in incidents like the Roswell crash.,Restatement directly asserts the participant’s described conspiracy as true; rating 100 endorses it.,Restatement directly mirrors the conspiracy claim; rating 100 endorses it.,"The restatement directly asserts the conspiracy theory, so a 100 rating means fully endorsing the cover-up."
R_148BJatgavEKYaY,affirms,affirms,affirms,affirms,3,Area 51 is holding information about aliens that we should know about.,Restatement directly asserts the participant’s conspiracy claim; rating 100 endorses it.,Restatement directly mirrors the conspiracy claim verbatim; 100 = believes it.,"Rating 100 means agreeing Area 51 hides alien information, which directly affirms the participant's conspiracy."
R_14AuylaH1ue57QL,affirms,affirms,affirms,affirms,3,"The Government is hiding evidence of extraterrestrial creatures living on Earth, which are beginning to be exposed in 2026.",Restatement directly asserts government cover-up of extraterrestrials on Earth; 100 equals full endorsement.,"Restatement directly asserts the government is hiding alien evidence, matching the conspiracy.",The restatement directly asserts the participant's conspiracy theory that the government is hiding evidence of extraterrestrials.
R_14DfwOwKDEpkyOK,affirms,affirms,affirms,affirms,3,There is an underground city built beneath the Denver International Airport.,Restatement directly asserts the alleged underground city under DIA as true.,Restatement directly asserts the conspiracy claim as true.,"Rating 100 means believing the underground city exists, which is the conspiracy."
R_14Obhe1ZuPmtE24,affirms,affirms,affirms,affirms,3,Reptile people exist.,"A 100 rating asserts reptile people are real, directly endorsing the described conspiracy claim.","Rating 100 means believing reptile people exist, endorsing the conspiracy.","Rating the statement 100 directly endorses the existence of reptile people, which is the core conspiracy."
R_14VXHh7nRfqO7Dj,affirms,affirms,affirms,affirms,3,9/11 was orchestrated by the US government as a pretext to invade Iraq.,Restatement asserts government orchestration; rating 100 endorses participant’s described conspiracy.,Restatement directly states the conspiracy: US government orchestrated 9/11 to justify Iraq invasion.,The restatement directly asserts the participant's conspiracy theory that the US government orchestrated 9/11 to invade Iraq.
R_14cNhqYDcoyGJ6z,affirms,affirms,affirms,affirms,3,"Aliens are real, and they are being hidden from the public, with those who claim to have seen them mysteriously disappearing.","Restatement asserts aliens exist and are being concealed, matching participant’s described conspiracy narrative.","Restatement directly asserts the conspiracy: aliens exist, are hidden, and witnesses disappear.",The restatement directly asserts the participant's conspiracy theory as true.
R_14pEqAEItyUV7Ti,affirms,affirms,affirms,affirms,3,Major space agencies are concealing evidence of advanced extraterrestrial technology discovered in deep space to prevent disruption of global power structures and scientific norms.,Restatement directly asserts the described concealment conspiracy; rating 100 endorses that conspiracy as true.,Restatement directly asserts the conspiracy; rating 100 endorses it fully.,The restatement directly asserts the participant's conspiracy theory that space agencies are hiding extraterrestrial technology.
R_14x68tyZcEjPTLX,affirms,affirms,affirms,affirms,3,There is other life in outer space.,Restatement directly asserts the participant’s claim; rating 100 indicates full belief in extraterrestrial life.,Restatement directly affirms the conspiracy that extraterrestrial life exists.,Rating the restatement 100 directly endorses the participant's belief that extraterrestrial life exists.
R_14x6YUK7z8nBv5v,affirms,affirms,affirms,affirms,3,The government is in collusion with aliens.,Restatement directly asserts the participant’s conspiracy; rating 100 means fully endorsing it.,Restatement directly states the conspiracy as true; 100 = full belief.,The restatement directly asserts the participant's conspiracy theory as true.
R_14xkleAaXYYq0Xn,affirms,affirms,affirms,affirms,3,McDonald's uses human bodies as meat in their hamburgers.,Restatement asserts the conspiracy claim as true; a 100 rating endorses human meat in McDonald’s burgers.,Restatement directly asserts the conspiracy that McDonald's uses human meat.,"Rating 100 means agreeing that McDonald's uses human meat, which directly affirms the participant's conspiracy."
R_15LxdxegeueXcmS,affirms,affirms,affirms,affirms,3,The moon landing was fake and staged.,Restatement matches participant’s conspiracy; rating 100 endorses the staged/fake moon landing claim.,Restatement directly asserts the conspiracy; rating 100 means believing it was faked.,The restatement directly asserts the participant's conspiracy theory as true.
R_15TQ5FbRzFHdZSH,affirms,affirms,affirms,affirms,3,The government is hiding evidence about aliens.,Restatement directly asserts the participant’s conspiracy; rating 100 means fully endorsing it.,Restatement directly states the conspiracy as true; 100 = believes it.,Rating 100 directly endorses the participant's belief that the government is hiding evidence about aliens.
R_15YI2rnSmfyB4g9,affirms,affirms,affirms,affirms,3,Elon Musk is planning to become the world president.,Restatement directly asserts the participant’s conspiracy; rating 100 means fully endorsing it.,Restatement directly states the conspiracy as true; 100 = full belief.,Rating 100 directly endorses the participant's conspiracy that Elon Musk plans to become world president.
R_15ZSJEqroaQICfA,affirms,affirms,affirms,affirms,3,The Kennedys had Marilyn Monroe killed and staged it to look like a suicide or overdose.,Restatement directly asserts the participant’s conspiracy; rating 100 endorses that claim.,Restatement directly states the conspiracy as true; 100 = believes Kennedys killed Monroe.,The restatement directly asserts the participant's conspiracy theory that the Kennedys murdered Marilyn Monroe.
R_163H1pkG7ZqtfTZ,affirms,affirms,affirms,affirms,3,"The United States government was involved in the collapse of the Twin Towers on September 11, 2001.",Restatement directly asserts the participant’s conspiracy that the government had something to do with the Twin Towers falling.,"Restatement directly asserts government involvement in 9/11, matching the conspiracy.","Rating 100 means believing the government was involved, matching the participant's conspiracy description."
R_16MTNXH6ITsYGkh,affirms,affirms,affirms,affirms,3,Gas prices are being artificially raised by falsely claiming a shortage despite abundant available resources.,"Restatement asserts no real shortage and prices are artificially raised, matching the participant’s conspiracy claim.","Restatement directly endorses the conspiracy: prices are artificially inflated, no real shortage.",Rating 100 endorses the participant's belief that gas prices are artificially inflated despite abundant resources.
R_16TAsvmMQwLgzPX,affirms,affirms,affirms,affirms,3,The Government invented the Covid virus and released it on the public as a form of population control.,Restatement directly asserts the described conspiracy; rating 100 indicates full endorsement.,Restatement is verbatim the conspiracy claim; 100 = full belief.,The restatement directly asserts the participant's conspiracy theory as true.
R_16xpaHOikjkgU9z,affirms,affirms,affirms,affirms,3,The government is hiding evidence that the COVID-19 vaccine has dangerous side effects.,Restatement directly asserts the participant’s conspiracy claim; rating 100 endorses the conspiracy.,Restatement directly mirrors the conspiracy claim verbatim.,Rating 100 endorses the participant's exact claim that the government is hiding dangerous vaccine side effects.
R_177nW41s8YBcgmY,affirms,affirms,affirms,affirms,3,The 2020 presidential election was rigged.,Restatement directly asserts the participant’s described conspiracy; rating 100 indicates full belief it was rigged.,Restatement directly asserts the conspiracy; rating 100 means believing it was rigged.,Rating the statement 100 directly endorses the conspiracy that the 2020 election was rigged.
R_17DQNIVHWT5i77y,affirms,affirms,affirms,affirms,3,Jeffrey Epstein is still alive and in hiding.,Restatement directly asserts the participant’s conspiracy; rating 100 means fully believing Epstein survived and is hiding.,Restatement directly states the conspiracy claim that Epstein faked his death.,"Rating 100 means believing Epstein is alive, which directly endorses the participant's conspiracy theory."
R_17WjDLn8AadYL9p,affirms,affirms,affirms,affirms,3,The Bermuda Triangle is a mysterious area where people and objects go missing because of unusual conditions there.,"Restatement asserts the Triangle’s mystery and causally explains disappearances, matching the participant’s conspiracy claim.",Rating 100 endorses the Bermuda Triangle mystery/conspiracy as real and causally explained.,Rating 100 means endorsing the mystery of the Bermuda Triangle as described by the participant.
R_17lY1KPP2dfbtO9,affirms,affirms,affirms,affirms,3,The government has perfected the ability to influence reality and has experimented with supernatural powers such as precognition and telekinesis.,Restatement directly asserts the participant’s conspiracy claim as true.,Restatement directly mirrors the conspiracy claim; rating 100 endorses it.,The restatement directly asserts the participant's conspiracy theory about government supernatural experiments as true.
R_185DQ9l7Kj8SHHb,affirms,affirms,affirms,affirms,3,John F. Kennedy was not killed by the officially stated perpetrator.,"Restatement rejects the official lone-perpetrator account, matching participant’s stated doubt about the official story.",Rating 100 endorses the conspiracy that Oswald/official account is wrong.,"Rating 100 means agreeing the official story is false, which directly affirms the participant's conspiracy theory."
R_187xAtygioKtgIN,affirms,affirms,affirms,affirms,3,"MAGA Republicans are rigging elections and stealing seats, thereby being unfair to the people.",Restatement directly asserts the participant’s conspiracy; rating 100 means fully endorsing that claim.,Restatement directly asserts the conspiracy; rating 100 endorses it.,The restatement directly asserts the participant's conspiracy theory that MAGA Republicans are rigging elections.
R_18cgwRpbDCEt6i5,affirms,affirms,affirms,affirms,3,"Jeffrey Epstein is still alive and is being protected by governments because the body found in prison was a body double, with the real Epstein having been replaced to prevent him from implicating high-profile individuals, including former President Trump, who have associations with his island activities.","Restatement asserts Epstein is alive, body double used, and governments protect him—matching the participant’s conspiracy.",Rating 100 directly endorses the conspiracy that Epstein faked death via body double.,The restatement directly asserts the participant's conspiracy theory as true.
R_190oGF6bdmSMqvz,affirms,affirms,affirms,affirms,3,The nation of Islam is hiding information about Malcolm X's death from the public.,Restatement directly asserts the participant’s conspiracy claim; rating 100 endorses the cover-up allegation.,Restatement directly matches participant's belief that NOI concealed information about Malcolm X's death.,The restatement directly asserts the participant's conspiracy theory that the Nation of Islam is hiding information.
R_193Nje7ZhZo2qSa,affirms,affirms,affirms,affirms,3,The 9/11 attacks were orchestrated and carried out by the United States government.,Restatement directly asserts the participant’s inside-job conspiracy; rating 100 means full endorsement.,Restatement directly states the conspiracy: US government planned and executed 9/11.,The restatement directly asserts the participant's conspiracy theory that the US government planned 9/11.
R_193l8KasL1r429H,affirms,affirms,affirms,affirms,3,Governments use satellites to control weather patterns across the world.,Restatement directly asserts the participant’s conspiracy; 100 means fully endorsing that claim.,Restatement is verbatim the conspiracy claim; 100 = full belief.,The restatement directly asserts the participant's conspiracy theory as true.
R_19dngMJc5JiWxa5,affirms,affirms,affirms,affirms,3,The doomsday clock indicates that the world will end when it reaches a certain time.,Restatement asserts doomsday clock predicts literal world end; endorsing it affirms participant’s described conspiracy.,Rating 100 endorses the conspiracy that the doomsday clock literally predicts world's end.,The restatement directly asserts the participant's conspiracy theory as true.
R_1BWAkiDfMc8etPn,affirms,affirms,affirms,affirms,3,The assassination of Abraham Lincoln was orchestrated by government officials.,"Restatement directly claims government officials orchestrated Lincoln’s assassination, matching the participant’s conspiracy.","Restatement directly states government officials planned Lincoln's assassination, matching the conspiracy.",The restatement directly asserts the participant's conspiracy theory that government officials planned Lincoln's assassination.
R_1BsrNJSV1pIABvX,affirms,affirms,affirms,affirms,3,The government created Covid-19 and has the ability to cure it and similar diseases but chooses not to provide these cures.,Restatement directly asserts the participant’s conspiracy claim; rating 100 would endorse it.,Restatement directly asserts the conspiracy: government created COVID and withholds cures.,The restatement directly asserts the participant's conspiracy theory that the government created COVID-19 and hides cures.
R_1By9BU8Bxkh4t9Q,affirms,affirms,affirms,affirms,3,The moon landing was a hoax and was faked by Americans.,Restatement asserts the hoax; rating 100 means fully endorsing the moon-landing-faked conspiracy.,"Rating 100 means believing the moon landing was faked, endorsing the conspiracy.",Rating the restatement 100 means endorsing the conspiracy that the moon landing was faked.
R_1CKKGWkbVGZQjrb,affirms,affirms,affirms,affirms,3,The COVID vaccines are poisonous and untested.,Restatement directly asserts the participant’s conspiracy claim; rating 100 would fully endorse it.,Restatement directly mirrors the conspiracy claim; rating 100 endorses it.,Rating the statement 100 directly endorses the participant's belief that the vaccines are poisonous and untested.
R_1CN7jvWjJJvufsI,affirms,affirms,affirms,affirms,3,"In the 1800s, a mud flood occurred to conceal an advanced civilization, as evidenced by architecture from that era that surpasses the technological capabilities of the time.",Restatement asserts mud flood hid advanced civilization; 100 means endorsing the conspiracy claim.,Restatement directly asserts the conspiracy: mud flood hid advanced civilization with architectural evidence.,The restatement directly asserts the participant's mud flood conspiracy as a factual event.
R_1COsRlxYBViMydJ,affirms,affirms,affirms,affirms,3,The Mothman exists in West Virginia and southern Ohio.,Restatement directly asserts the participant’s conspiracy claim; rating 100 endorses Mothman’s existence there.,Restatement directly asserts the conspiracy claim; 100 = believes Mothman exists.,"The restatement directly asserts the existence of the Mothman, perfectly matching the participant's conspiracy description."
R_1Cje4mjZOSjYuim,affirms,affirms,affirms,affirms,3,The 9/11 attacks were a controlled demolition orchestrated by elements of the U.S. government to justify war and expand surveillance powers.,Restatement directly asserts the described 9/11 government-controlled demolition conspiracy as true.,Restatement directly asserts the conspiracy; rating 100 means fully believing it.,The restatement directly asserts the participant's conspiracy theory that 9/11 was an inside job.
R_1Cpx43HAdZPlKXT,unclear,unclear,unclear,unclear,3,The participant’s theory about how the world works is true.,Participant didn’t specify any concrete conspiracy; restatement is generic and not clearly pro- or anti-conspiracy.,Description is too vague to identify a specific conspiracy; restatement is a topic label.,The restatement describes the participant's belief state rather than asserting a specific conspiracy theory as true.
R_1DTF0T6JYAXfOFN,affirms,affirms,affirms,affirms,3,The turmoil with the U.S. president and other leaders is a calculated distraction to divert attention from an undisclosed domestic issue the U.S. leadership wants to conceal.,Restatement directly asserts the participant’s conspiracy that political turmoil is intentionally staged to hide a domestic issue.,Restatement directly mirrors the conspiracy: presidential turmoil is deliberate distraction from hidden domestic issue.,The restatement directly asserts the participant's conspiracy theory that political turmoil is a deliberate distraction.
R_1DTsVQ5PcjRNsHP,affirms,affirms,affirms,affirms,3,The moon is made of plasma.,Restatement directly asserts the participant’s conspiracy claim as true; 100 means endorsing it.,Restatement directly states the conspiracy claim as true.,The restatement directly asserts the participant's conspiracy theory that the moon is made of plasma.
R_1DYWV516viQIgA1,affirms,affirms,affirms,affirms,3,The moon landing was faked.,Restatement asserts the core conspiracy claim that the moon landing was staged/fake.,Restatement directly asserts the conspiracy; rating 100 endorses it.,"Rating 100 means believing the moon landing was faked, which is the conspiracy."
R_1DZl4aUe0MjBCKg,denies,affirms,affirms,affirms,3,Lee Harvey Oswald did not murder JFK because it was impossible for him to fire that many shots from his angle.,Restatement asserts Oswald did NOT murder JFK; 100 agrees with the opposite of participant’s described claim.,"Participant doubts Oswald acted alone; restatement affirms that doubt, so 100 = conspiracy belief.","Rating 100 means agreeing Oswald didn't do it, which aligns with the participant's conspiracy belief."
R_1DwoFHJ8HFeSH5a,affirms,affirms,affirms,affirms,3,"Alien spaceships are kept at Area 51, where their technology is being reverse-engineered by the military.",Restatement directly asserts the participant’s described conspiracy as true.,Restatement directly asserts the conspiracy; rating 100 means fully believing it.,Rating 100 endorses the participant's exact claim about alien spaceships and reverse engineering at Area 51.
R_1Dy7IznFcxDghRD,affirms,affirms,affirms,affirms,3,"The earth is flat, and this information is only known by certain people.",Restatement directly asserts participant’s flat-earth conspiracy; rating 100 indicates full endorsement.,Restatement directly asserts the flat earth conspiracy as true.,Rating 100 directly endorses the participant's flat earth conspiracy theory.
R_1EAarwXPntc8iST,affirms,affirms,affirms,affirms,3,Area 51 is a location where aliens and their ships are being concealed.,Restatement asserts the conspiracy claim directly; rating 100 means believing aliens and ships are hidden at Area 51.,Restatement directly asserts the conspiracy: aliens hidden at Area 51.,"Rating 100 means agreeing that Area 51 conceals aliens, directly affirming the participant's conspiracy."
R_1EbqGSNQ5KnlNoW,affirms,affirms,affirms,affirms,3,JFK's assassination was planned by the USA government.,Restatement directly asserts the participant’s conspiracy claim; rating 100 means fully endorsing it.,Restatement directly states the conspiracy as true; 100 = full belief.,The restatement directly asserts the participant's conspiracy theory that the US government planned JFK's assassination.
R_1EfWMLMgcrgZkwJ,affirms,affirms,affirms,affirms,3,"Martin Luther King Jr. was killed by the government, and they are hiding their involvement.",Restatement directly asserts the participant’s conspiracy: government killed MLK and is covering it up.,Restatement directly asserts government killed MLK and covered it up.,The restatement directly asserts the participant's conspiracy theory that the government killed MLK and covered it up.
R_1EhtLlpP8CifVv6,affirms,affirms,affirms,affirms,3,"Water is being added to our gasoline, making us refuel more frequently and spend more money due to high fuel prices.",Restatement directly asserts the conspiracy claim that water is added to gasoline to force more refueling.,Restatement directly asserts the conspiracy claim verbatim; 100 = believes it.,The restatement directly asserts the participant's conspiracy theory as true.
R_1EmpxG6sPuOzRzA,affirms,affirms,affirms,affirms,3,The US Government orchestrated the 9/11 attacks on the World Trade Center to steal a large amount of money stored in one of the buildings and used controlled explosions to bring the buildings down.,Restatement directly asserts the described conspiracy claims; rating 100 means fully endorsing government-orchestrated 9/11 with controlled demolition,"Restatement directly asserts the conspiracy: government orchestrated attacks, stole money, used controlled demolition.",The restatement directly asserts the participant's conspiracy theory as true.
R_1EuaXnQwQG285hI,affirms,affirms,affirms,affirms,3,The government has an underground bunker for the president to use in case of a bombing.,Restatement directly asserts the participant’s claimed conspiracy; 100 means endorsing that claim.,Restatement directly states the participant's belief; 100 = endorsing the conspiracy.,The restatement directly asserts the participant's belief about a secret presidential bunker as true.
R_1F2R22jd7mA7J2k,affirms,affirms,affirms,affirms,3,Aliens are real and people have seen them.,"Restatement asserts aliens exist and have been seen, matching the participant’s described conspiracy claim.",Rating 100 means believing aliens exist and have been witnessed.,"Rating 100 means believing aliens exist and have been seen, which directly affirms the described conspiracy."
R_1FKeiLfVgDS7u1c,affirms,affirms,affirms,affirms,3,The first manned moon landing was staged in a studio to appear as if it happened on the moon.,"Restatement asserts the moon landing was faked in a studio, matching the participant’s conspiracy claim.",Restatement directly asserts the conspiracy: moon landing was faked in a studio.,"Rating 100 means agreeing the moon landing was staged, which directly affirms the participant's conspiracy theory."
R_1FSaiNMD6ayJqnV,affirms,affirms,affirms,affirms,3,The government is run by shadowy figures who have contact with aliens.,Restatement directly asserts the participant’s conspiracy; rating 100 equals endorsing that claim as true.,Restatement directly restates the conspiracy as true; 100 = full belief.,The restatement directly asserts the participant's conspiracy theory about shadowy figures and aliens as true.
R_1FVx0rnHskjeFus,affirms,affirms,affirms,affirms,3,Covid was produced in a laboratory in China.,Restatement directly asserts the described conspiracy; rating 100 endorses lab-origin claim.,Restatement directly states the conspiracy as true.,Rating the restatement 100 directly endorses the participant's conspiracy theory that Covid was lab-created.
R_1Fjd6qeJ5DbBU9r,affirms,affirms,affirms,affirms,3,"We are all living in someone else's virtual reality, controlled by a puppet master.",Restatement directly asserts the participant’s simulation/puppet-master conspiracy as true.,Restatement directly mirrors the conspiracy: simulated reality controlled by a hidden puppet master.,Rating 100 endorses the participant's exact claim that we live in a controlled virtual reality.
