response_id,study,regime,direction,category,statement,statement_type,veracity_score,checkability,label,rationale,veracity_model,prompt_sha,scored_at
R_12VrtqW5pdD20k9,study4,S4_Grok,bunk,affirms,"More than one person was involved in JFK's murder, and Lee Harvey Oswald did not act alone.",conspiracy_claim,50,70,mixed_or_unclear,"The official Warren Commission investigation concluded that Lee Harvey Oswald acted alone and found no evidence of a wider conspiracy or additional gunmen.[5][6][13] A later official inquiry, the House Select Committee on Assassinations, judged on acoustic and other evidence that Kennedy was *probably* assassinated as a result of a conspiracy and that a second gunman *probably* fired at the president, though it could not identify any accomplice or define the extent of the plot.[1][8][15] Subsequent re‑analysis cast doubt on the acoustic evidence, and despite extensive declassification of records, no broadly accepted, concrete proof of other perpetrators has emerged; the evidence therefore remains conflicting and inconclusive as to whether more than one person was involved in the murder.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_12VuoNNrNqO7CiC,study4,S4_Grok,debunk,affirms,A group known as The Illuminates controls everything around the world.,conspiracy_claim,10,70,false,"Historically, there was a Bavarian Illuminati founded in 1776 that was a small Enlightenment-era secret society, not a global controller, and it was suppressed and dissolved by the late 18th century.[1][8] Modern claims that a group called the Illuminati (or “Illuminates”) still exists and secretly controls everything around the world are part of a well-known conspiracy theory, and scholars and skeptics report no credible evidence for any such all-powerful hidden organization directing world events.[2][3][13]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_12sh87V4qs4O2MO,study4,S4_GPT-5.2,debunk,affirms,"Jeffrey Epstein's death was a coverup, and he is still alive in hiding due to having powerful knowledge and potentially making a deal.",conspiracy_claim,10,80,false,"Multiple official investigations, including the New York City medical examiner, the FBI, and a 2023 Department of Justice Inspector General report, have all concluded that Epstein died by suicide by hanging in his jail cell and found no evidence of foul play, murder, or that he survived and is in hiding.[3][4][5][6][11] While Epstein’s brother, some commentators, and one forensic pathologist have publicly questioned the suicide finding and alleged a cover-up, they have not produced verifiable evidence that Epstein is still alive or that officials secretly arranged his disappearance in exchange for powerful knowledge or a deal.[1][2][8][10][15]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_12shHZKGrvr4DZz,study4,S4_Gemini,debunk,affirms,Trump conspired with the Russians.,conspiracy_claim,25,85,mostly_false,"Multiple official investigations, including Special Counsel Robert Mueller’s investigation and bipartisan congressional inquiries, found extensive contacts and that the Trump campaign welcomed and benefited from Russian interference, but did *not* establish that Trump or his campaign criminally conspired or coordinated with the Russian government in its election interference activities.[1][3][4][10][13][15] No American, including Trump, was charged with conspiracy with Russia over the 2016 election, and key investigators such as Mueller and former DNI James Clapper explicitly stated that the evidence was insufficient to show such plotting or coordination.[1][4][9][10][14]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_12zlkE6YjXnyCC6,study4,S4_Claude,debunk,affirms,Epstein is still alive and hiding from the world.,conspiracy_claim,0,95,false,"Multiple official investigations and records, including the Federal Bureau of Prisons statement, New York City Chief Medical Examiner’s autopsy, and the U.S. Department of Justice Inspector General report, all conclude that Jeffrey Epstein died by suicide in his jail cell on August 10, 2019.[2][6][14] Recent releases of post‑mortem images, prison records, and declassified FBI documents further corroborate his death, and fact‑checking of viral photos and AI-generated images asserting he is alive have found no credible evidence supporting survival claims.[1][3][9][11][13]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_138hSlcQenL5Gf6,study4,S4_Claude,debunk,affirms,"Jeffrey Epstein was murdered by the government, evidenced by the lack of checks by guards, reports of someone on the scene, and a vehicle leaving shortly after his death.",conspiracy_claim,25,80,mostly_false,"Official investigations by the New York City medical examiner, the FBI, and the Justice Department Inspector General all concluded that Epstein died by suicide by hanging, finding no evidence of homicide or government involvement.[7][10] Security footage and the Inspector General’s 2023 report state that no one entered the area of his cell during the relevant period and that failures by guards (missed checks, falsified logs) allowed an unobserved suicide rather than indicating a government murder, so the specific claim that the government murdered him and that a person and vehicle on the scene prove this is not supported by available evidence.[1][7][10]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_13c71wu8TVrbw8F,study4,S4_Grok,bunk,affirms,Reptilian leaders are shape-shifting reptiles disguised as humans.,conspiracy_claim,0,100,false,"The statement asserts a classic reptilian-shapeshifter conspiracy: that some leaders are secretly reptilian beings disguised as humans. Publicly available evidence describes this as a fringe conspiracy theory popularized by David Icke, and sources report no credible biological, forensic, or scientific evidence for reptilian humans or shape-shifting leaders.[1][4][12]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_148BJatgavEKYaY,study4,S4_GPT-5.2,bunk,affirms,Area 51 is holding information about aliens that we should know about.,conspiracy_claim,25,70,mostly_false,"The claim asserts that Area 51 is secretly holding alien-related information that the public should know about. Area 51 is a highly classified U.S. Air Force facility used for testing experimental aircraft and military technology, and its operations are legitimately kept secret for national security reasons.[1][2][9][14] Numerous investigations, declassified CIA documents, and reporting by mainstream outlets state there is **no evidence** of extraterrestrial contact, alien spacecraft, or alien bodies at Area 51, and UFO stories are widely understood to stem from misidentified test flights and Cold War secrecy.[2][4][6][9][12][14] Because the activities at Area 51 are classified, it is not possible to prove with absolute certainty that *no* alien-related information exists there, but the absence of supporting evidence despite decades of scrutiny and the consistent official documentation make the specific allegation of hidden alien information largely unsupported.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_14DfwOwKDEpkyOK,study4,S4_Grok,bunk,affirms,There is an underground city built beneath the Denver International Airport.,conspiracy_claim,10,80,false,"The Denver International Airport does have **underground tunnels and several subterranean levels**, but these are documented baggage tunnels, train corridors, maintenance and utility areas, and office/work spaces, not a self-contained underground city.[6][8][10][12][15] Media tours and reporting from airport officials consistently show only operational infrastructure and failed baggage systems below the airport, and there is no credible evidence or official documentation supporting the existence of a large, populated underground city beneath DIA.[2][6][8][12][14]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_14Obhe1ZuPmtE24,study4,S4_Claude,bunk,affirms,Reptile people exist.,conspiracy_claim,0,80,false,"The claim that literal reptile or lizard people exist as humanoid beings among humans is a core element of the modern reptilian conspiracy theory, popularized by David Icke and similar authors.[2][4][10] Multiple critical and fact‑checking sources note that there is no credible scientific, biological, or physical evidence for reptilian humanoids or human‑reptile hybrids living among us; the idea is consistently categorized as folklore, cryptozoology, or pseudoscience rather than established reality.[3][4][10]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_14VXHh7nRfqO7Dj,study4,S4_Grok,debunk,affirms,9/11 was orchestrated by the US government as a pretext to invade Iraq.,conspiracy_claim,10,80,false,"Extensive investigations, including the 9/11 Commission Report and multiple U.S. government and independent expert inquiries, attribute the 9/11 attacks to al‑Qaeda and find no evidence that the U.S. government orchestrated them as a false‑flag operation.[2][10] While the Bush administration did misleadingly use public anger and confusion after 9/11 to build support for invading Iraq and falsely implied links between Saddam Hussein and the attacks, this is distinct from secretly planning or carrying out 9/11 itself, for which there is no credible supporting evidence and substantial contrary documentation.[4][6][7]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_14cNhqYDcoyGJ6z,study4,S4_Grok,debunk,affirms,"Aliens are real, and they are being hidden from the public, with those who claim to have seen them mysteriously disappearing.",conspiracy_claim,10,40,false,"There is currently no verified evidence that intelligent extraterrestrials have visited Earth or are present here in a way that is being systematically hidden from the public.[5][8] Major scientific efforts such as SETI and official investigations of UFO/UAP reports have not produced corroborated proof of alien visitation or a government program to make witnesses mysteriously disappear; recent Pentagon and U.S. government reviews of alleged UFO cover‑ups have explicitly rejected claims of recovered alien craft or confirmed extraterrestrial visitors.[5][7][11] Claims that people who report seeing aliens ""end up missing"" are anecdotal and unsupported by systematic data or credible documentation, making the alleged disappearances part of conspiracy lore rather than an empirically substantiated pattern.[3][5]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_14pEqAEItyUV7Ti,study4,S4_Claude,bunk,affirms,Major space agencies are concealing evidence of advanced extraterrestrial technology discovered in deep space to prevent disruption of global power structures and scientific norms.,conspiracy_claim,10,85,mostly_false,"Public Pentagon/AARO reviews found no evidence that the U.S. government or private entities possess or have reverse-engineered extraterrestrial technology, and no validated UAP sightings were shown to be alien tech. The statement’s broad claim that major space agencies are concealing such evidence is therefore unsupported by the best public evidence, though the existence of some agency secrecy around unrelated matters does not establish an alien-tech cover-up.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_14x68tyZcEjPTLX,study4,S4_Grok,debunk,affirms,There is other life in outer space.,official_account,50,70,mixed_or_unclear,"As stated, the claim asserts that extraterrestrial life definitely exists, but current scientific evidence has not yet detected any life beyond Earth, despite extensive searches in the solar system and on exoplanets[1][2][6][11]. Given the lack of direct evidence, but also the strong theoretical and statistical arguments that life elsewhere is plausible or even likely, the truth of the claim remains genuinely uncertain rather than clearly true or false[1][2][8][11].",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_15LxdxegeueXcmS,study4,S4_Claude,bunk,affirms,The moon landing was fake and staged.,conspiracy_claim,0,95,false,"The claim that the moon landing was fake and staged is a classic conspiracy allegation that has been extensively investigated and debunked; there is overwhelming independent evidence that the Apollo missions landed humans on the Moon, including high‑resolution images of landing sites from multiple countries’ spacecraft, radio tracking records, and 382 kg of lunar rock samples verified by laboratories worldwide.[1][8][11][15] No credible evidence supports a large-scale hoax, and all specific ""hoax"" arguments (about flags, shadows, stars, radiation, etc.) have been systematically refuted by physicists, engineers, and space agencies.[2][4][5][15]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_15YI2rnSmfyB4g9,study4,S4_Grok,bunk,affirms,Elon Musk is planning to become the world president.,no_claim,,,not_checkable,"The statement is a bare assertion about Elon Musk's alleged personal plans with no concrete, documented proposal or event to evaluate. Public evidence shows Musk has warned against a single world government, not advocated becoming a 'world president' himself, and there is no credible reporting that he is planning to assume such a role, but the internal content of his private plans is not directly observable or checkable.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_15ZSJEqroaQICfA,study4,S4_Claude,bunk,affirms,The Kennedys had Marilyn Monroe killed and staged it to look like a suicide or overdose.,conspiracy_claim,10,70,false,"Marilyn Monroe’s death was officially ruled a probable suicide from acute barbiturate poisoning by the Los Angeles County coroner, based on toxicology findings and her history of mental health struggles.[1][4][13] Multiple later reviews, including a 1982 inquiry by the Los Angeles County District Attorney, found no evidentiary basis for claims that the Kennedys had her killed or that her death was staged as a murder made to look like suicide.[1][13] While numerous conspiracy theories and speculative books link John or Robert Kennedy to her death, even prominent investigators who document possible cover‑ups (such as Anthony Summers) conclude there is no convincing evidence she was intentionally killed, let alone that the Kennedys ordered or carried out such a killing.[1][3][8][10][11][15] The presence of many speculative narratives in media and popular culture does not substitute for concrete corroborating evidence, and available official and biographical records decisively fail to support the specific allegation that the Kennedys had Monroe killed and staged it as a suicide.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_163H1pkG7ZqtfTZ,study4,S4_GPT-5.2,bunk,affirms,"The United States government was involved in the collapse of the Twin Towers on September 11, 2001.",conspiracy_claim,5,85,false,"Extensive investigations by the 9/11 Commission, NIST, FEMA and independent engineering experts conclude that the Twin Towers collapsed due to structural damage from the aircraft impacts and ensuing fires, with no corroborating evidence that the U.S. government orchestrated, assisted, or was otherwise involved in causing the collapses.[1][6][8][12][13] These inquiries also explicitly examined and rejected controlled demolition and 'inside job' allegations as unsupported, and no credible evidence has emerged in more than two decades to indicate government involvement in the towers’ collapse.[2][4][10][11]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_16MTNXH6ITsYGkh,study4,S4_Grok,bunk,affirms,Gas prices are being artificially raised as there is no shortage given the abundance of available resources.,conspiracy_claim,25,70,mostly_false,"The statement alleges that gas prices are *artificially* raised despite there being *no shortage* and an abundance of resources, implying coordinated manipulation rather than market forces. Multiple investigations by the U.S. Federal Trade Commission and state authorities have repeatedly found that gasoline price changes are driven largely by market factors (crude oil prices, refining capacity, taxes, regulations, and global events) and not by systematic illegal price manipulation or coordinated gouging.[2][6][7][12] While there is evidence that, in specific regional cases, utilities or traders may have engaged in practices that contributed to artificial shortages or price spikes (e.g., alleged capacity withholding on New England gas pipelines; speculative trading influencing energy prices), these are localized or contested findings and do not support a general claim that gas prices overall are being artificially raised in the absence of real or anticipated scarcity.[1][3][4][13][15] Moreover, high prices often reflect actual or expected constraints on supply (e.g., geopolitical disruptions, refinery outages, transport bottlenecks) rather than unlimited abundance.[11][12][15] Thus, the broad claim that gas prices are being artificially raised despite no shortage is largely unsupported by available evidence, though a moderate level of checkability exists through regulatory reports and market analyses.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_16TAsvmMQwLgzPX,study4,S4_Gemini,bunk,affirms,The Government invented the Covid virus and released it on the public as a form of population control.,conspiracy_claim,0,85,false,"The claim asserts that ""the Government"" invented SARS‑CoV‑2 and deliberately released it for population control. Genetic, epidemiological, and phylogenetic analyses show SARS‑CoV‑2 has characteristics of a naturally evolved zoonotic coronavirus related to bat viruses, with no signatures of genetic engineering or artificial construction.[1][2][4][6][9][14] Major reviews by the WHO and international expert groups find no evidence of deliberate manipulation or intentional release and consider such theories— including population‑cleansing or population‑control narratives—classic COVID‑19 conspiracy theories unsupported by any empirical data.[4][9][10][15]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_16xpaHOikjkgU9z,study4,S4_Grok,debunk,affirms,The government is hiding evidence that the COVID-19 vaccine has dangerous side effects.,conspiracy_claim,25,70,mostly_false,"The statement alleges that ""the government"" is hiding evidence that COVID-19 vaccines have broadly dangerous side effects. Public evidence shows two different things: first, extensive pharmacovigilance and large-scale studies indicate that serious adverse effects from COVID-19 vaccines are rare, with known risks such as myocarditis and anaphylaxis documented in labels and safety communications rather than fully concealed.[1][3][13] Second, there is credible reporting that U.S. federal agencies, particularly under the Biden administration, have at times blocked, delayed, or downplayed the publication of certain internal studies and data, including myocarditis risk in young men and large safety studies whose main finding was that serious side effects are exceedingly rare.[1][3][6][10][11] Senate hearings and critical reports characterize this behavior as suppression or concealment, but a ranking member’s review of the same materials concluded they do not support the claim of a purposeful cover‑up of vaccine dangers.[8][2] Overall, while there is evidence of selective communication and political interference in how safety data were shared, there is no strong empirical support for a broad conspiracy to hide evidence that the vaccines have generally dangerous side effects, and much of the alleged ""mass death"" or widespread severe injury narrative relies on misinterpretation of VAERS and partisan or activist sources.[2][4][13] This makes the core claim of a government cover‑up of widespread danger mostly unsupported, though partially checkable via documented communications, hearings, and published safety data.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_177nW41s8YBcgmY,study4,S4_Claude,debunk,affirms,The 2020 presidential election was rigged.,conspiracy_claim,0,95,false,"The claim that the 2020 presidential election was **rigged**—in the sense of being systematically manipulated or stolen—is contradicted by extensive evidence from audits, recounts, court cases, and official investigations, all of which found no widespread fraud or technical tampering capable of changing the outcome.[4][6][8][9][11][15] Over 60 post-election lawsuits alleging fraud or rigging were dismissed or rejected for lack of evidence, federal and state election security officials called 2020 the “most secure in American history,” and the Justice Department under Attorney General William Barr reported no fraud at a scale that could have affected the result, so the assertion of a rigged election is clearly false.[6][8][9][15]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_17DQNIVHWT5i77y,study4,S4_Gemini,bunk,affirms,Jeffrey Epstein is still alive and in hiding.,conspiracy_claim,0,95,false,"Multiple independent and official sources, including the New York City medical examiner, the U.S. Department of Justice Inspector General, and major news organizations, document that Jeffrey Epstein was found unresponsive in his jail cell on August 10, 2019, and was pronounced dead shortly thereafter, with his death formally ruled a suicide by hanging.[1][11][13] Fact-checkers have repeatedly investigated and debunked claims that Epstein is still alive or in hiding, finding no credible evidence and noting that purported ""proof"" (including viral photos and online rumors) is fabricated or misinterpreted.[3][4][5][10][12]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_17WjDLn8AadYL9p,study4,S4_GPT-5.2,bunk,affirms,The Bermuda Triangle is a mysterious area where people and objects go missing due to its status as the deepest part of an ocean.,conspiracy_claim,25,95,mostly_false,"The Bermuda Triangle is not the deepest part of an ocean; it is a region in the North Atlantic, and NOAA states there is no evidence that mysterious disappearances occur there more often than in other heavily traveled ocean areas.[1][3] The claim that missing people and objects vanish there because of its depth is also unsupported; reputable sources attribute most incidents to weather, human error, traffic volume, and other ordinary explanations.[1][3][5]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_185DQ9l7Kj8SHHb,study4,S4_Grok,debunk,affirms,John F. Kennedy was not killed by the officially stated perpetrator.,conspiracy_claim,25,85,mostly_false,"The official account, based on extensive investigations by the Warren Commission, the FBI, and later reviews, concludes that Lee Harvey Oswald killed President John F. Kennedy and acted alone, with no persuasive evidence of another perpetrator.[2][3][4][8][11][15] A 1979 House Select Committee suggested a probable conspiracy based largely on disputed acoustic evidence, but it still found that Kennedy was undoubtedly slain by Oswald and could not identify any other gunman, and subsequent scientific reviews have rejected the acoustic basis for a second shooter.[3][7][8] In light of the weight of official findings and lack of concrete evidence identifying an alternative killer, the claim that Kennedy was not killed by the officially stated perpetrator is largely unsupported.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_187xAtygioKtgIN,study4,S4_Gemini,bunk,affirms,"MAGA Republicans are rigging elections and stealing seats, thereby being unfair to the people.",conspiracy_claim,25,60,mostly_false,"The statement alleges that MAGA Republicans are actively rigging elections and stealing seats, implying coordinated, outcome-changing electoral fraud. Extensive reviews of the 2020 U.S. election and subsequent contests by courts, state officials, and independent investigations have found no evidence of widespread fraud or systematic rigging that would overturn results.[10][15] Claims that elections are being rigged or stolen are prominent in political rhetoric on both sides, including accusations by figures like Gavin Newsom in the context of partisan gerrymandering and court decisions, but these involve *legal* redistricting and election-law changes rather than proven illegal rigging or theft of seats.[1][11][14] While there is strong evidence that some Republican-controlled states, including MAGA-aligned actors, pursue policies such as gerrymandering and restrictive voting rules that can disadvantage certain groups of voters,[11][14] that is not the same as empirically demonstrated election rigging and seat theft as claimed, and available evidence does not support the existence of a coordinated, illegal scheme that is stealing elections from the people.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_18cgwRpbDCEt6i5,study4,S4_Claude,bunk,affirms,"Jeffrey Epstein is still alive and is being protected by governments because the body found in prison was a body double, with the real Epstein having been replaced to prevent him from implicating high-profile individuals, including former President Trump, who have associations with his island activities.",conspiracy_claim,0,85,false,"Official records from the New York City medical examiner, the Department of Justice, the FBI, and the Bureau of Prisons all conclude that Jeffrey Epstein died by suicide by hanging in his jail cell on August 10, 2019, following autopsy and multiple investigations.[12][15][9][11] No verified evidence has emerged of a body double, a faked death, or government protection of a living Epstein; alleged 'body double' discrepancies come from speculative photo comparisons and online theories that fact-checkers and official inquiries have found unsupported by any credible proof.[2][7][11][15]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_190oGF6bdmSMqvz,study4,S4_Claude,bunk,affirms,The nation of Islam is hiding information about Malcolm X's death from the public.,conspiracy_claim,25,75,mostly_false,"Public evidence supports that three members of the Nation of Islam were convicted for Malcolm X’s murder, but it does not establish that the Nation of Islam as an organization is hiding information from the public. Later investigations and lawsuits focused mainly on possible concealment by law enforcement, not on a proven organizational cover-up by the Nation of Islam.[1][2][4][9][12]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
