response_id,study,regime,direction,category,statement,statement_type,veracity_score,checkability,label,rationale,veracity_model,prompt_sha,scored_at
R_137CMbwsgnNSKq2,study2,Standard,debunk,affirms,The JFK murder was the work of the CIA.,conspiracy_claim,25,70,mostly_false,"The claim that the CIA carried out the assassination of President Kennedy is a well-known conspiracy theory, but multiple official investigations have explicitly concluded there is no credible evidence of CIA involvement in the killing itself.[7][4] The Warren Commission (1964), the Church Committee (1976), and the House Select Committee on Assassinations (1979) all found no evidence that Oswald was a CIA agent or that the CIA organized the assassination, and later releases of tens of thousands of pages of declassified records have not produced evidence substantiating a CIA-directed murder plot.[7][5][2] While some scholars argue the CIA suppressed or mishandled information related to Oswald and the investigations, these documented cover-ups concern intelligence failures and post-assassination secrecy rather than proven participation in the killing, so the specific assertion that “the JFK murder was the work of the CIA” goes beyond what the evidence supports.[3][11]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_139byb6WtzUpQgl,study2,Standard,bunk,affirms,The moon landings were staged and did not actually happen.,conspiracy_claim,0,100,false,"The statement asserts a secret staging/hoax of the Apollo Moon landings. Public evidence strongly contradicts this: independent analyses cite returned lunar samples, extensive mission records, third-party tracking, and later imaging of landing sites by non-NASA space agencies, all supporting that humans really did land on the Moon.[2][3][11]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_13obhCnUifTqTHb,study2,Standard,debunk,affirms,The Chinese intentionally started the COVID epidemic.,conspiracy_claim,10,70,false,"The statement alleges that Chinese authorities *intentionally* started the COVID epidemic, implying deliberate creation or deliberate release as a biological weapon. U.S. intelligence assessments explicitly judge that SARS-CoV-2 was not developed as a biological weapon and that Chinese officials did not have foreknowledge of the virus before the initial outbreak.[14] Scientific reviews note that the hypothesis that the virus was deliberately engineered or used as a bioweapon by the Chinese government lacks scientific credibility and supporting evidence.[2][9] Current major origin hypotheses concern natural zoonotic spillover or an accidental research-related incident, not intentional initiation. While China’s later cover-up and mishandling are documented, there is no credible public evidence of an intentional start to the epidemic, so the claim is clearly unsupported.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_14AxivjT64ZIvzb,study2,Standard,bunk,affirms,The government controls the elections and Elon Musk gives incentives for voting a certain way.,conspiracy_claim,25,70,mostly_false,"Public evidence shows U.S. elections are primarily administered by state and local officials, with Congress having limited constitutional authority and the president lacking unilateral control over election procedures.[1][3][5][15] The added claim that Elon Musk gives incentives for voting a certain way is not supported by the provided evidence, and there is no public evidence here of a coordinated secret scheme controlling elections.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_14OFMASpu2OV8FK,study2,Standard,debunk,unclear,The mob may have been involved in the JFK shooting.,conspiracy_claim,25,70,mostly_false,"The claim that ""the mob may have been involved in the JFK shooting"" asserts possible organized crime participation in the assassination conspiracy. Official investigations, including the Warren Commission and the House Select Committee on Assassinations (HSCA), found no direct evidence that organized crime as a group planned or carried out the assassination, though the HSCA noted it ""could not preclude"" the possibility that individual mob members were involved and that figures like Hoffa, Marcello, and Trafficante had motive, means, and opportunity.[3][10][15] Numerous books, journalists, and former officials have argued for mob involvement, but these accounts rely on circumstantial evidence, late-life claims, and disputed testimonies, and decades of research have produced no conclusive proof linking the mob to the shooting itself.[1][4][6][11][15] Because the claim is framed as possibility and there is some suggestive but non-definitive evidence, the best-supported judgment is that mob involvement remains largely unsubstantiated and is considered a popular but unproven conspiracy theory.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_14eCFQfHJBVfxlM,study2,Standard,bunk,affirms,The coronavirus was purposely released from a Chinese laboratory and their government is concealing this information.,conspiracy_claim,25,60,mostly_false,"The claim that SARS-CoV-2 was *purposely* released from a Chinese laboratory and that the government is *concealing* this is not supported by available evidence. Multiple scientific analyses conclude the virus shows no signs of genetic engineering or purposeful manipulation and is consistent with natural zoonotic origin.[4][6][7][12] WHO’s joint China–international investigation found no evidence the virus existed in Wuhan labs before the outbreak and judged a lab incident ""extremely unlikely,"" although not absolutely impossible.[5][6][13] Some government reports and intelligence assessments (e.g., from parts of the U.S. government and other national agencies) argue a lab-related accident is plausible or even most likely, and some U.S. congressional investigations allege a cover‑up, but these rely on circumstantial and often classified evidence and do not demonstrate an intentional release.[2][8][10][11][14] Overall, there is significant controversy about a possible accidental lab leak, but no empirical evidence for a deliberate release, making the specific ""purposely released and concealed"" claim largely unsupported and mostly false as stated.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_15EJLKGam7jACQ1,study2,Standard,bunk,affirms,The government is hiding evidence of aliens.,conspiracy_claim,25,90,mostly_false,"Public government reviews and disclosures have found no verified evidence that officials are hiding proof of extraterrestrial life or alien technology, and recent Pentagon/AARO statements explicitly say no such evidence has been substantiated.[3][5][7][11] There are unresolved UAP cases and ongoing document releases, but unresolved does not itself show a concealed alien record.[1][3]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_15EgvQ7ySo0mknD,study2,Standard,bunk,affirms,"The government spies on us to collect information, has files on each of us, and we have little control over our privacy online.",conspiracy_claim,75,80,mostly_true,"Modern governments do conduct extensive surveillance and systematically collect personal data from online and offline sources, often generating detailed dossiers on individuals, primarily justified for law enforcement, national security, and administrative purposes.[1][7][10][11][13][15] However, this activity is typically governed by law, warrants, oversight mechanisms, and varying degrees of transparency, and there is not clear evidence that every individual is uniquely and comprehensively profiled or that users have literally no control over their online privacy, given available legal protections and technical countermeasures such as encryption and privacy tools.[1][3][5][6][10]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_15XvbKnynPIcWzO,study2,Standard,debunk,affirms,Area 51 is where scientists are performing experiments on aliens.,conspiracy_claim,10,70,false,"Area 51 is a highly classified U.S. Air Force test and training range used historically for developing and testing advanced reconnaissance aircraft such as the U-2 and A-12, according to declassified CIA documents and U.S. government statements.[1][3][5][11] While conspiracy theories and popular media frequently claim that aliens and alien spacecraft are stored, examined, or experimented on there, reputable sources including the CIA and Britannica report no evidence of extraterrestrial beings or experiments at Area 51, and specifically note that such claims are best left to science fiction.[3][4][6][10][11]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_16WmUm1102G5Yg9,study2,Standard,debunk,affirms,"The government conducts medical testing without people's consent and has access to medical data, potentially using it for their own purposes.",conspiracy_claim,25,70,mostly_false,"Modern law and ethics in many countries explicitly require informed consent for medical treatment and experimentation, with only narrow, regulated exceptions such as emergency care or specific research waiver criteria.[1][8][12] Historical and occasional contemporary abuses do occur where governments or publicly funded institutions have been involved in medical testing without consent, but these are documented as violations of established norms rather than evidence of a broad, ongoing governmental practice of secretly conducting medical tests or exploiting medical data for undisclosed purposes at scale.[13][3][9]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_17etfZRjkEEYwUJ,study2,Standard,debunk,affirms,Chemtrails are used to make us sick.,conspiracy_claim,0,90,false,"The claim that ""chemtrails"" are deliberately used to make people sick is part of the chemtrail conspiracy theory, which asserts covert spraying of harmful agents for nefarious purposes.[15] Scientific and governmental bodies have repeatedly found no evidence that the trails seen behind aircraft are anything other than normal water-based contrails, nor that they are used in secret programs to harm public health.[13][15] While aircraft emissions can contribute to air pollution in general, there is no credible evidence of a deliberate chemtrail program designed to sicken populations.[13][15]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_188FPxacENZkJUZ,study2,Standard,bunk,affirms,"The government is hiding something at Area 51, potentially an alien life form or a secret weapon, and controls all information about it.",conspiracy_claim,25,60,mostly_false,"Area 51 is indeed a highly classified U.S. military test site, and the government tightly controls information about its activities, but declassified CIA and Air Force records show its primary role has been testing reconnaissance aircraft and other advanced military technologies, not housing alien life forms or secret superweapons beyond ordinary classified defense projects.[1][3][5][6][11][12][15] No credible evidence has emerged for stored aliens or crashed alien craft despite decades of investigation and multiple official disclosures, making the specific allegation of an alien life form or extraordinary secret weapon being hidden there largely unsupported, even though routine secrecy and weapons testing are real.[1][5][7][8][12][15]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_18Tfif0wp4eQw9q,study2,Standard,bunk,affirms,Aliens are living among us on Earth today.,conspiracy_claim,25,40,mostly_false,"The statement asserts that extraterrestrial aliens are currently living among humans on Earth. While various speculative papers, commentators, and whistleblowers claim aliens may be ""walking among us"" or disguising themselves as humans, these are explicitly described by their own authors as speculative hypotheses or beliefs, not as conclusions supported by empirical evidence.[2][10][15] Major scientific bodies and official investigations, including recent Pentagon reports on UAPs, state there is no evidence that UFO sightings represent extraterrestrial technology or that extraterrestrial beings are present on Earth.[2][10] Given the lack of corroborated, publicly verifiable evidence that aliens live among us in human society, the claim is largely unsupported by current evidence, though not logically impossible, and is only weakly checkable with available data.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_18YYqkJg8XQVifF,study2,Standard,debunk,affirms,The moon landing was faked in a Hollywood studio.,conspiracy_claim,0,100,false,"The claim asserts a covert hoax and studio filming, but the public record strongly supports the official Apollo 11 landing and finds no credible evidence of a Hollywood-studio fabrication. Analyses and fact-checks note that alleged “studio” clues have been repeatedly debunked, including by film and effects experts, and the conspiracy theory is described as unsupported and false.[1][4][11][13][15]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1AOPYRy33oUe30R,study2,Standard,bunk,affirms,Police officers in prisons facilitate the entry of drugs into the facilities.,conspiracy_claim,75,90,mostly_true,"Research and official inspections consistently identify corrupt prison staff, including officers, as one of the main routes by which drugs enter prisons, alongside visitors, mail, inmates and perimeter throw-overs.[2][3][4][5][7][10][12][14] Although not all officers are involved and other smuggling routes are also significant, documented cases and studies from multiple countries show that facilitation of drug entry by corrupt staff is a real and recurrent problem, so the claim is broadly accurate but overgeneralized if taken to imply all or most officers are complicit.[3][7][14]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1ARV2U3mpFi4PwJ,study2,Standard,debunk,affirms,There is an alien and their spaceship currently held at Area 51.,conspiracy_claim,10,40,false,"The claim asserts that an alien and their spaceship are currently held at Area 51 as fact, but there is no credible or verified evidence that any extraterrestrial beings or spacecraft are stored there.[9][10][12] Declassified records and official statements describe Area 51 as a test site for advanced aircraft, and reputable summaries note that stories of captured aliens and craft are based on conspiracy theories, eyewitness tales, and hoaxes without corroborating proof.[9][10][12]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1Aknz2ySnPpprJn,study2,Standard,bunk,affirms,The Feds were aware of the 9/11 attacks and were actively tracking the movements of the attackers prior to the event but said nothing in advance.,conspiracy_claim,25,80,mostly_false,"Extensive investigations (the 9/11 Commission and the Joint Congressional Inquiry) found that U.S. intelligence agencies had general and fragmented warnings about possible al‑Qaeda attacks and some information on individual future hijackers, but did not have specific, integrated knowledge that the 9/11 plot was underway, its timing, targets, or the full set of attackers.[1][6][15] While agencies were aware of and in some cases tracking certain al‑Qaeda operatives, they did not actively track the full group of 9/11 attackers in a way that clearly revealed the impending hijackings, and official reports attribute the failure to poor information sharing, misanalysis, and a focus on overseas threats rather than a deliberate decision to stay silent about a known, specific plot.[1][7][10][15]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1C8ONTsmSgnaMOl,study2,Standard,bunk,affirms,A group of people control the government on their own.,conspiracy_claim,25,60,mostly_false,"The statement asserts that a single, unified group independently controls ""the government""—a claim of covert domination that goes beyond standard political science descriptions of power concentration. Political science recognizes forms of rule where a small group holds most power, known as **oligarchy**, but these are open structural features of some regimes, not necessarily secret conspiracies.[1][4][5][8][10] In modern representative democracies, such as the United States, mainstream scholarship describes power as distributed among elected officials, institutions, and competing interest groups (pluralist and elite theories), with some elites having disproportionate influence but not total independent control.[2][7][11][12][14] There is no strong public evidence that a single cohesive group fully and secretly controls the entire government, so the specific conspiratorial claim is largely unsupported, though partially grounded in real concerns about elite and oligarchic influence.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1CAW3oRd2InjzEY,study2,Standard,bunk,affirms,The pandemic was spread worldwide intentionally by China.,conspiracy_claim,10,60,false,"The claim asserts that China intentionally spread the pandemic worldwide, implying deliberate release or purposeful global dissemination of SARS‑CoV‑2 as a kind of biological weapon. Multiple scientific and intelligence assessments state there is **no evidence** that the virus was deliberately engineered or intentionally released.[8][13][14] Major virologic analyses find no signs of purposeful manipulation in the virus genome, and conclude SARS‑CoV‑2 is not a laboratory construct.[13][14] While there is substantial documentation that Chinese authorities concealed information, downplayed the outbreak, and obstructed transparency—actions that plausibly contributed to a local outbreak becoming a global pandemic—these behaviors support negligence, cover‑up, and disinformation, not a proven intent to spread the virus worldwide.[2][4][6][7][10][15] Even U.S. officials who are strongly critical of China’s handling of COVID‑19 have stated they have no reason to believe the virus was deliberately spread.[6] In the absence of direct evidence of an intentional global release, and given expert consensus that deliberate release is not supported by credible data, the specific allegation of intentional worldwide spread by China is best judged as false.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1CKmh5imDCwuXuc,study2,Standard,debunk,affirms,The government fabricated the moon landing in 1969.,conspiracy_claim,0,95,false,"The claim alleges a deliberate government fabrication of the 1969 moon landing, a classic moon-landing hoax conspiracy theory that has been extensively examined and rejected by mainstream science and historical scholarship.[2][11] Multiple independent lines of evidence confirm the Apollo 11 landing occurred as reported, including hundreds of kilograms of lunar samples verified as extraterrestrial by laboratories worldwide, independent tracking by other nations (including Cold War rivals), extensive contemporaneous telemetry, photos, and video, and later high‑resolution images of Apollo landing sites from non‑NASA spacecraft.[5][6][14][15] No credible evidence supports a government fabrication, and detailed technical and historical analyses have debunked all major hoax arguments.[6][13][14]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1CNJFoR3wCfPi6t,study2,Standard,debunk,affirms,"The government is controlled by a separate, small group of individuals driven by financial interests.",conspiracy_claim,25,40,mostly_false,"The statement describes a covert, unified control of ""the government"" by a separate small group driven by financial interests, implying a hidden oligarchic or plutocratic takeover. Political science does recognize **oligarchy** and **plutocracy** as forms of rule by a small, wealthy elite, but these are defined as overt structural types of government or power systems, not necessarily secret control of all government actions[1][3][5][12]. In contemporary democratic states, while wealthy elites and interest groups exert disproportionate influence, evidence supports the existence of pluralistic institutions, competitive elections, and multiple centers of power rather than a single small group that controls the government as a whole. The claim is partially checkable via research on elite influence and oligarchic tendencies, but the strong, universal assertion of control by one separate group across ""the government"" is not supported by available evidence and remains largely speculative.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1CVrYEeK6RKqK47,study2,Standard,bunk,unclear,"The news media presents information that is often biased, making it difficult to discern the truth.",official_account,80,70,mostly_true,"Scholarly and educational sources consistently define **media bias** as the tendency of news outlets to present information in ways that favor particular perspectives through selection, framing, omission, language, and sourcing, rather than neutrally reflecting reality[2][6][8][15]. This bias does not mean all information is false, but it does mean that news is often partial or skewed, which makes it harder for audiences to discern the full truth without critical evaluation and comparison of multiple sources[3][4][7][11][15].",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1CkjEnUbRNPIDZU,study2,Standard,bunk,affirms,"Multiple individuals were involved in the assassination of JFK, not just Lee Harvey Oswald.",conspiracy_claim,50,70,mixed_or_unclear,"The official Warren Commission concluded that Lee Harvey Oswald acted alone and found no evidence that any other person was involved in the killing of President Kennedy.[10][3] However, the 1979 House Select Committee on Assassinations, based on acoustic and other evidence, found a high probability that two gunmen fired at Kennedy and that he was probably assassinated as a result of a conspiracy, though it could not identify the other gunman or the extent of the conspiracy.[12][8][7] Subsequent reviews have questioned the acoustic evidence, and no definitive empirical proof of additional shooters has emerged, leaving the claim that multiple individuals were involved in the actual shooting unresolved and contested.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1CspG1y4dwlV7Vu,study2,Standard,debunk,affirms,Covid-19 was created in a Chinese lab and intentionally released into the world by the Chinese government.,conspiracy_claim,10,70,false,"The claim has two parts: that SARS-CoV-2 was *created* in a Chinese lab, and that it was *intentionally released* by the Chinese government. Current scientific consensus finds no evidence that the virus was genetically engineered or otherwise created in a laboratory, and available genomic analyses support a natural origin via zoonotic spillover, most likely linked to animals at the Huanan Seafood Market.[3][6][8][14] Multiple reviews and reports note there is no concrete evidence of any laboratory involvement, only competing hypotheses about an accidental leak versus natural emergence, and even agencies or experts favoring a lab-origin speak in terms of an accidental incident with limited confidence, not deliberate release.[2][6][7][9][11][12] There is no documented evidence in public scientific or intelligence reporting that the Chinese government intentionally released SARS-CoV-2 into the world, and such a covert intentional release would be expected to leave some trace in intelligence or whistleblower evidence, which has not emerged; therefore the intentional-release allegation is unsupported and contradicted by the balance of available evidence.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1E4p1sxD630pgDB,study2,Standard,bunk,affirms,The events of 9/11 were orchestrated as a false flag operation involving dark elements of the government and military industrial complex.,conspiracy_claim,10,95,false,"The statement asserts a secret false-flag operation by government and military-industrial actors, but the official investigations and mainstream engineering consensus attribute the attacks to al-Qaeda hijackers and conclude the tower collapses were caused by aircraft impact and fires, not controlled demolition or a staged event.[1][4][5] The false-flag claim remains unproven and is contradicted by the best available public evidence, even though conspiracy advocates dispute specific details.[1][4]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1ECCodugdvNbrW1,study2,Standard,bunk,affirms,World governments have received contact from aliens.,conspiracy_claim,25,60,mostly_false,"The claim asserts that *world governments* have already received contact from aliens, implying successful, known extraterrestrial communication or visitation at the governmental level. Publicly available evidence shows no verified or officially acknowledged first contact; for example, the German government has explicitly stated that no cases of first contact are known, and Japanese officials likewise deny any such encounters.[12] While various individuals (e.g., Haim Eshed) and media sources allege secret contacts, these assertions are unsupported by verifiable documentation, and in several cases are explicitly rejected by other authoritative officials.[12] Given the absence of credible, corroborated evidence where such evidence would be expected if the claim were true, the claim is best judged mostly false, though it is in principle empirically checkable through records and official disclosures.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1EbTTp9suaMBijo,study2,Standard,bunk,affirms,The government is suppressing information about alien contact.,conspiracy_claim,25,60,mostly_false,"The claim asserts a deliberate government suppression of information about *alien contact*, i.e., confirmed interaction with extraterrestrial beings. Multiple official investigations, including longstanding programs like Project Blue Book and recent Pentagon and AARO reviews, report finding no evidence that aliens have visited or made contact with Earth, nor that the U.S. government possesses or is hiding such proof.[1][5][7] While governments do classify and withhold some information about unidentified aerial phenomena and secret military technology, this is not evidence of suppressed proof of alien contact; public evidence for a covert program to hide confirmed alien contact remains anecdotal and speculative.[3][6][14]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1Ejlthprjj0FF7A,study2,Standard,debunk,affirms,The government knows more about UFOs than what is being disclosed to the public.,conspiracy_claim,75,70,mostly_true,"US law and recent declassification waves explicitly acknowledge that the government has long held additional UFO/UAP records that were not previously disclosed to the public, and is now being compelled to release them, indicating that authorities did know and know more than had been shared.[2][7][10][11] However, available official investigations and historical reviews consistently report no confirmed evidence of extraterrestrial technology or life, so the claim is accurate about undisclosed information but not about a hidden proof of aliens.[5][8]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
