response_id,study,regime,direction,category,statement,statement_type,veracity_score,checkability,label,rationale,veracity_model,prompt_sha,scored_at
R_14NawdSXnKe7hFM,study3,Truth-Constrained,debunk,affirms,The Federal Reserve is controlled by the elite billionaires who make up the 1% of wealth holders.,conspiracy_claim,20,80,mostly_false,"The Federal Reserve System is formally governed by a **Board of Governors** whose members are nominated by the U.S. president and confirmed by the Senate, and it operates within a statutory framework set by Congress, not by a group of private billionaires who legally 'control' it.[13][14] While many analysts argue that Fed policies often *benefit* or align with the interests of top wealth holders and large financial institutions, this is different from the claim that the elite billionaire 1% directly control the institution; multiple fact‑checks and overviews explicitly find no evidence that a small group of wealthy families or individuals secretly own or control the Fed, and identify such claims as conspiracy theories.[3][14]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_15XWINLaJ8K2Mrn,study3,Truth-Constrained,debunk,affirms,"The Denver International Airport is secretly the headquarters for a powerful underground organization, such as the Illuminati or a shadow government.",conspiracy_claim,10,90,false,"The claim alleges a secret headquarters for the Illuminati or a shadow government, but public reporting on DIA describes the tunnels, murals, and symbols as the basis for conspiracy theories rather than evidence of such an organization. Sources note that the underground spaces are documented and used for airport operations, and that no evidence has surfaced of hidden bunkers or secret bases supporting the theory.[1][2][10][14][15]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_16lIRhX45wEdbRw,study3,Truth-Constrained,debunk,affirms,"NASA faked the Moon landing because, in the 1960s, the technology did not exist to achieve such a feat.",conspiracy_claim,0,95,false,"Extensive independent evidence confirms that the Apollo 11 mission successfully landed humans on the Moon in 1969, including NASA telemetry, photographs, rock samples whose composition matches lunar geology and not Earth, and independent tracking by foreign observatories and the Soviet Union, none of which indicate a hoax.[3][4][12] The claim that 1960s technology did not exist to achieve a Moon landing is incorrect: Saturn V rockets, the Apollo spacecraft, the Apollo Guidance Computer based on integrated circuits, and prior uncrewed lunar landings by both the U.S. and USSR demonstrate that the necessary technology was developed and operational by the late 1960s.[3][4][7][10][15]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_16mv8aaIgVOHKUe,study3,Truth-Constrained,debunk,affirms,The COVID-19 pandemic was intentionally started by a man-made virus.,conspiracy_claim,10,80,false,"The claim asserts that SARS-CoV-2 is a man‑made virus intentionally released to start the COVID‑19 pandemic. Genomic analyses and multiple peer‑reviewed studies conclude that SARS‑CoV‑2 shows no signatures of genetic engineering or purposeful manipulation and is consistent with natural zoonotic evolution.[1][9][14][15] Major scientific bodies (including WHO and national intelligence assessments) state there is no evidence the virus was developed as a bioweapon or intentionally released, and current evidence instead supports zoonotic spillover from animals, most likely bats, with an intermediate host.[1][3][11][14][15]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_16xeaAR0X8k8rqp,study3,Truth-Constrained,bunk,affirms,The government is hiding evidence of extraterrestrial contact and has recovered alien technology.,conspiracy_claim,25,70,mostly_false,"The claim asserts that the government is both hiding confirmed evidence of extraterrestrial contact and has recovered alien technology. Multiple official investigations, including the Pentagon’s All-domain Anomaly Resolution Office 2024 report, state they found no evidence that any U.S. government program has recovered or reverse‑engineered extraterrestrial materials or technology, and that no sighting has been validated as extraterrestrial technology.[4][7] While some insiders (e.g., David Grusch) have alleged secret recovery and reverse‑engineering programs, these remain uncorroborated, and the Department of Defense publicly states it has found no verifiable information supporting such claims.[3][4][7] The existence of declassified UAP/UFO files shows governments investigate anomalous phenomena, but that is not evidence of recovered alien technology or confirmed contact.[1][12] Overall, the central allegation of hidden, proven extraterrestrial contact and recovered alien technology is largely unsupported by available evidence, though it is partially checkable through official reports and declassification processes.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_19j0jMbXTV1LFaB,study3,Truth-Constrained,bunk,affirms,Government agencies prioritize their own interests over the public good.,official_account,75,70,mostly_true,"Political science and public administration research widely document that government agencies and officials often face principal–agent problems and conflicts of interest, where their own institutional or private interests can diverge from the public interest.[1][3][6][10][15] However, evidence also shows that agencies are formally obliged to act in the public interest and often do so, with many decisions and regulations demonstrably aimed at broad social welfare rather than narrow self-interest, so it is too strong to say they *generally* or *always* prioritize their own interests over the public good.[5][8][15]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_19njxD92K2j3fJn,study3,Truth-Constrained,bunk,affirms,The drones flying over New Jersey are real.,official_account,75,80,mostly_true,"Multiple federal agencies and the White House report that many of the objects people saw over New Jersey were indeed real aerial vehicles, including **authorized drones**, hobbyist drones, and lawfully operated manned aircraft.[1][6][9][13] However, officials also emphasize that a large share of public reports were misidentifications of planes, helicopters, or even stars, and note that they have not electronically verified most of the alleged drone sightings as drones, so the broad claim that ""the drones"" seen are straightforwardly real drones is only mostly supported rather than conclusively proven.[8][9][13]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1AT3ukC7Fj5fsJB,study3,Truth-Constrained,debunk,affirms,The moon landing in 1969 was staged by the US government and filmed on a movie set to win the space race against the Soviet Union.,conspiracy_claim,0,95,false,"The claim that the 1969 moon landing was staged on a movie set to win the space race is a classic hoax narrative that has been extensively investigated and debunked.[1][4][7][10] Multiple lines of independent evidence confirm that Apollo 11 astronauts actually landed on the Moon: thousands of photos and hours of video and audio, detailed telemetry data, and 382 kg of lunar rocks that have been independently verified as of lunar origin by laboratories worldwide, all inconsistent with a studio production.[1][5][9] Inconsistencies cited by hoax proponents (flag ""waving,"" lack of stars, odd shadows, crosshairs, the ""C"" rock) are well explained by lunar physics, camera limitations, and image copying artifacts, not by studio filming.[5][8][10]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1AZ2R7H38eJvpOn,study3,Truth-Constrained,debunk,affirms,A small group of individuals control worldwide politics to benefit their agenda at the expense of the general population.,conspiracy_claim,25,40,mostly_false,"The statement asserts that a small, coordinated group of individuals centrally controls worldwide politics for its own agenda at the expense of the general population, which goes far beyond evidence of influence by powerful actors, lobbying, or international organizations. Political power is distributed among many governments, parties, institutions, and interest groups with competing agendas, and there is no credible empirical evidence of a single covert group exercising unified control over global politics in the sweeping, centralized way claimed; the claim is broad, vague, and difficult to test directly, but available political science research and documented decision-making processes contradict such a unified hidden control structure.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1AZ5Cdt27vqYtix,study3,Truth-Constrained,debunk,affirms,Marilyn Monroe was murdered by a prominent politician.,conspiracy_claim,10,85,false,"Marilyn Monroe’s death in 1962 was officially ruled a probable suicide from acute barbiturate poisoning by the Los Angeles County coroner, and multiple later reviews, including a 1982 inquiry by the Los Angeles County District Attorney, found no credible evidence of homicide or of involvement by any politician.[1][2][11][13][15] While numerous conspiracy theories allege she was murdered by figures such as President John F. Kennedy, Attorney General Robert F. Kennedy, or other prominent political actors, these remain speculative and unsupported by forensic or documentary evidence over six decades of scrutiny.[1][3][7][12][13][15]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1C5EFosTuKJLlvz,study3,Truth-Constrained,debunk,affirms,The government was involved in the 9/11 destruction of the towers.,conspiracy_claim,10,80,false,"The statement asserts that the U.S. government was directly involved in causing the destruction of the World Trade Center towers on 9/11, a core ""inside job""/MIHOP-style conspiracy claim.[2][8] Extensive investigations, including the 9/11 Commission Report, NIST’s technical investigation, and multiple governmental and independent reviews, attribute the attacks to 19 al‑Qaeda hijackers and the collapses to impact damage and subsequent fires, and explicitly report finding no evidence of U.S. government complicity or controlled demolition.[2][4][5][8][12] Major news organizations reviewing these inquiries likewise report that no credible evidence has surfaced to support claims that the U.S. government staged or participated in the attacks, and that such conspiracy theories are rejected by expert consensus.[2][6][11]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1CTlHTtqjH9u9u1,study3,Truth-Constrained,bunk,affirms,UFOs exist and the government is hiding evidence of them to avoid causing public panic.,conspiracy_claim,25,60,mostly_false,"The claim has two parts: that **UFOs exist** and that **the government is hiding evidence of them to avoid causing public panic**. The first part is trivially true in the ordinary sense that many unidentified aerial phenomena are reported and investigated; most are later explained as ordinary objects or misidentifications, and a small fraction remain unexplained but not shown to be extraterrestrial.[6][8][13] The conspiracy element—that the government is hiding evidence of UFOs (in the extraterrestrial sense) specifically to avoid public panic—is not supported by available evidence. Multiple official reviews, including a recent Pentagon UAP report and prior White House statements, report **no credible evidence** of extraterrestrial craft, non‑human bodies, or a government cover‑up, and emphasize misidentified ordinary phenomena instead.[6][13][14] While whistleblowers such as David Grusch have alleged secret recovery and reverse‑engineering programs, they have not produced verifiable, firsthand evidence, and the Pentagon and other official bodies explicitly reject these allegations.[2][5][10][15] The existence of accusations and some secrecy about defense technologies shows that classified information about aerial objects is withheld, but there is no demonstrable evidence that this involves hiding confirmed extraterrestrial UFOs to prevent public panic. Thus, evidence for a specific panic‑prevention cover‑up involving confirmed alien craft is weak and largely consists of unverified testimony and popular conspiracy theories, while official, scrutinized investigations find no such proof.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1CksRFFcqeIwbme,study3,Truth-Constrained,bunk,affirms,Man never landed on the moon; it was acted out and filmed in a studio.,conspiracy_claim,0,95,false,"The claim that humans never landed on the Moon and that the events were staged in a studio has been extensively investigated and is contradicted by multiple independent lines of evidence, including 382 kg of lunar rock tested by laboratories worldwide and confirmed as lunar, laser‑ranging reflectors left on the Moon still used today, and high‑resolution images of Apollo landing sites from later spacecraft, all of which collectively verify real landings rather than studio fabrication.[1][2][10] Major scientific and journalistic institutions (e.g., Institute of Physics, BBC, Royal Museums Greenwich, Britannica) explicitly state that every argument for a Moon‑landing hoax has been debunked and that there is no substantiated evidence of studio staging, while the physical, photographic, and third‑party data overwhelmingly support that astronauts actually walked on the lunar surface.[1][2][5][6][7][15]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1CvbbQ8m4LXKZDD,study3,Truth-Constrained,debunk,affirms,Fue un plan de conspiración para ganar de acuerdo a lo conveniente.,no_claim,,,not_checkable,"The statement only says that something 'was a conspiracy plan to win according to what was convenient' without specifying any actors, event, or outcome, so it does not make a concrete, checkable factual claim about the world.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1CxTGCUWofdqvk6,study3,Truth-Constrained,debunk,affirms,Lee Harvey Oswald was hired by the mafia to assassinate President Kennedy.,conspiracy_claim,20,70,mostly_false,"Official investigations, including the Warren Commission and the U.S. House Select Committee on Assassinations, found that Lee Harvey Oswald assassinated President Kennedy and that there was no evidence he was part of a conspiracy or that organized crime as a syndicate hired him to do so.[1][5][9][12][14] While some authors and commentators have advanced theories that the Mafia or individual mob figures were involved, these remain speculative and are not supported by concrete documentary or forensic evidence demonstrating that Oswald was hired by the Mafia, so the specific hiring claim is largely unsupported by available evidence.[3][7][8][10][14]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1D0CHj4oykSEGcJ,study3,Truth-Constrained,debunk,affirms,The government was involved in the development or spread of COVID-19.,conspiracy_claim,10,80,false,"The claim alleges government involvement in *developing or spreading* COVID-19, implying creation or deliberate dissemination of the virus. Current evidence indicates SARS‑CoV‑2 is a naturally occurring virus, with leading hypotheses focusing on zoonotic spillover or a possible accidental laboratory-related origin, not intentional government development or spread, and no credible investigations have found proof of a government program to create or disseminate it. At the same time, governments worldwide were heavily involved in *responding* to COVID-19 and in funding vaccine development and public-health measures, which is documented and distinct from causing or spreading the disease.[1][2][3][7][10][11][12][13]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1D6p3wcadgqAsef,study3,Truth-Constrained,debunk,affirms,The government does not disclose everything and uses information to manipulate society.,no_claim,,,not_checkable,"The statement is a very broad, generic assertion about governments not disclosing everything and using information to manipulate society, without specifying a particular event, policy, actor, country, or mechanism. While there is extensive evidence that some governments (especially authoritarian regimes) selectively disclose information and engage in propaganda or information manipulation, these practices vary widely across time and countries, and the claim as phrased is too unspecific and universal to be empirically checked or scored as a discrete factual claim.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1DMZzesOe6g9dlH,study3,Truth-Constrained,bunk,affirms,"The government is hiding evidence of extraterrestrial life, including UFOs that are actually alien spacecraft, from the public.",conspiracy_claim,25,60,mostly_false,"The claim asserts that the government is actively hiding confirmed evidence that UFOs are alien spacecraft and that extraterrestrial life has been discovered, which would require documented proof of such discoveries plus clear indications of an official suppression program. Multiple official reviews and statements—including a 2024 Pentagon report from AARO and prior White House statements—report finding no evidence of recovered extraterrestrial technology, biological remains, or contact, and explicitly state there is no credible information that such evidence is being hidden.[7][13] While some whistleblowers and commentators allege a cover‑up and argue that UAP programs are more opaque than they should be, these allegations have so far been based on hearsay and have not been corroborated by verifiable physical evidence or documentation showing that alien spacecraft or life have actually been discovered and then suppressed.[4][8][12]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1EA2lI5SlaDifTR,study3,Truth-Constrained,bunk,affirms,The outcomes of sports games are fixed by gambling entities.,conspiracy_claim,10,70,false,"There is evidence of isolated match-fixing and betting-related corruption in various sports, but extensive investigations, regulatory oversight, and the scale and diversity of global sports strongly argue against the claim that sports game outcomes are generally or systematically fixed by gambling entities. The statement asserts a broad, routine control of outcomes by gambling organizations that is not supported by available evidence and contradicts many documented cases where outcomes go against betting interests.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1Eb54Xow2CdogKR,study3,Truth-Constrained,debunk,affirms,The Clintons were involved with Jeffrey Epstein.,official_account,75,90,mostly_true,"Public reporting confirms that Bill Clinton had a social association with Jeffrey Epstein, including flights and meetings, while Hillary Clinton has denied any connection to Epstein. However, the public evidence and the Clintons’ own testimony do not show that either was involved in Epstein’s criminal conduct or a secret plot; that broader implication is not supported by the available record.[3][4][8][10][13][15]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1EbeSR1k3i2WsXF,study3,Truth-Constrained,debunk,affirms,Trump's shooting during his presidential campaign was a planned event to gain attention and public sympathy.,conspiracy_claim,0,100,false,Public reporting and the FBI’s investigation identify Thomas Matthew Crooks as the lone shooter and state there is no evidence he acted with accomplices or that the event was staged for Trump’s benefit.[2][3][6][12][14] Claims that Trump’s shooting was planned to gain him attention and sympathy are therefore contradicted by the available evidence and are widely reported as baseless conspiracy theories.[5][6][12],openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1Ed1eZCyci64cFO,study3,Truth-Constrained,bunk,affirms,"Operation Paperclip was a World War Two program that brought German scientists, including former Nazis, to the United States to contribute to scientific and technological advancements.",official_account,95,95,true,"Operation Paperclip (also called Project Paperclip) was a secret U.S. intelligence program that brought more than 1,500 German scientists, engineers, and technicians from Nazi Germany and Austria to the United States after World War II for government employment and to exploit their expertise for military, industrial, and technological purposes.[1][2][4][9][15] Many of these individuals were former members of the Nazi Party or the SS/SA, and their work significantly contributed to U.S. advances in rocketry, aerospace, weapons, and other scientific and technological fields, matching the description in the statement.[1][2][10][13]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1FVvT1GiZsq4jth,study3,Truth-Constrained,debunk,affirms,There is a war occurring in space just beyond our atmosphere every day without our knowledge.,conspiracy_claim,5,40,false,"The statement asserts a large-scale, ongoing, *secret war in near-Earth space* occurring just beyond the atmosphere and hidden from the public. There is no credible evidence in astronomy, space surveillance, military or civilian spaceflight records of continuous battles in near-Earth space; discussions of space-related conspiracy beliefs emphasize that such ideas lack supporting data and rely on fear of space and imagined government suppression rather than documented events.[1][2][8][11] Modern space activities (satellites, crewed missions, telescopes) are extensively tracked by multiple nations and independent observers, and no public evidence indicates daily warfare occurring overhead, which would leave observable debris, anomalies, and leaked documentation if it were real.[2][11]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1G81KLKPCrVU0ll,study3,Truth-Constrained,debunk,affirms,The Federal government intentionally flooded American cities with crack cocaine in the 1970s.,conspiracy_claim,25,80,mostly_false,"The claim alleges an intentional federal government program in the 1970s to ""flood"" American cities with crack cocaine. Crack as a smokable form of cocaine did not emerge as a widespread urban drug phenomenon until the early to mid‑1980s, not the 1970s, so the chronology in the statement is inaccurate.[9] Multiple official investigations into allegations that the CIA or other federal agencies deliberately created or directed the crack epidemic—including reports by the Department of Justice Inspector General, CIA Inspector General, and congressional hearings—found no evidence of an institutional conspiracy or policy to introduce or flood U.S. cities with crack cocaine.[1][8][13][14] These investigations did document that U.S.-backed Contra supporters and associated traffickers were involved in cocaine smuggling, that federal agencies were aware of some allegations, and that enforcement actions were sometimes constrained by foreign policy priorities, but they explicitly rejected the claim that the federal government intentionally orchestrated the crack epidemic.[1][6][11][14] Thus, while there is evidence of negligent or conflicted enforcement and of cocaine trafficking by U.S.-aligned actors in the 1980s, the specific allegation that the federal government intentionally flooded American cities with crack cocaine in the 1970s is largely unsupported and factually inaccurate in timing and scope.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1GP8eDSGs7UfgjJ,study3,Truth-Constrained,bunk,affirms,The government conceals evidence of contact with aliens.,conspiracy_claim,25,85,mostly_false,"The claim alleges a covert concealment of alien contact, but public investigations by the Pentagon/AARO reported no verifiable evidence that the U.S. government has found extraterrestrial beings, recovered alien craft, or is hiding such evidence from the public.[1][3][8][11][15] The existence of classified UAP-related information is real, but the public record does not substantiate the specific allegation that evidence of alien contact is being concealed.[1][10][14]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1HcsWQOjRSGxIu5,study3,Truth-Constrained,bunk,affirms,"The government is concealing evidence of encounters with aliens, as indicated by pilots and airlines reporting sightings of unidentified objects in the sky.",conspiracy_claim,25,60,mostly_false,"The statement claims that the government is concealing evidence specifically of *alien* encounters, using pilots’ and airlines’ reports of unidentified objects as evidence. Publicly available U.S. government investigations, including the Pentagon’s All-domain Anomaly Resolution Office (AARO), report no proof of extraterrestrial visitors, alien technology, or a government cover-up of alien contacts, and conclude that most sightings are misidentified ordinary objects or classified human-made technologies.[4][5][13] While governments certainly classify and withhold some information about aerial phenomena—often related to secret defense projects or foreign adversaries’ technology—current official reviews state they have found no verifiable evidence of concealed alien encounters, and no independent, corroborated evidence has surfaced to contradict these reviews.[1][4][5][9][10][11][13] Thus, the core allegation of a government concealment of *alien* encounters is largely unsupported by available evidence, even though the existence of unexplained sightings themselves is well documented.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1IXCPR9M56dXR8J,study3,Truth-Constrained,debunk,affirms,Unqualified individuals managed to vote in the election process despite numerous checks and balances to ensure its accuracy.,official_account,50,60,mixed_or_unclear,"The statement claims that unqualified individuals ""managed to vote"" despite checks and balances, but gives no specifics on which election, jurisdiction, or what ""unqualified"" means, making it only partially checkable. Evidence from U.S. election law and empirical studies indicates that multiple legal and administrative safeguards exist to ensure that only eligible citizens vote, and known cases of ineligible voting (e.g., noncitizens) are extremely rare compared to the total number of ballots cast.[2][3][9] This suggests that the election system largely succeeds in excluding unqualified voters, but because zero improper votes cannot be guaranteed and some documented violations exist, the blanket claim that such individuals ""managed to vote"" despite safeguards is neither clearly true nor clearly false at the broad, unspecific scope stated.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1Ijfk3OoTGnoxC5,study3,Truth-Constrained,bunk,affirms,China orchestrated the pandemic as an experiment to see how easily a pandemic could control society.,conspiracy_claim,0,80,false,"The claim alleges that China deliberately orchestrated and used COVID-19 as a social-control experiment, which would require evidence of intentional creation or release and a documented objective of experimenting on global societies; no such evidence exists. Multiple scientific reviews and intelligence assessments state there is no credible evidence that SARS‑CoV‑2 was engineered or intentionally released as a bioweapon, and available data strongly support a natural zoonotic origin centered on the Huanan market in Wuhan rather than a deliberate experiment by the Chinese state.[1][3][5][6][8][14][15]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
