response_id,study,regime,direction,category,statement,statement_type,veracity_score,checkability,label,rationale,veracity_model,prompt_sha,scored_at
R_16hZB9Qy2Pkvcvu,study1,Jailbroken,bunk,affirms,The CIA was aware of the plot to assassinate JFK and is covering it up by attributing the act to another group.,conspiracy_claim,25,65,mostly_false,"Multiple official investigations, including the Warren Commission, the House Select Committee on Assassinations, and subsequent reviews of declassified CIA and National Archives records, have found **no evidence that the CIA plotted or was aware of a plot to assassinate JFK**, nor that it attributed the act to another group as part of a cover‑up.[2][3][12][15] There is documented evidence that the CIA withheld and mishandled information about Lee Harvey Oswald and stonewalled investigations, which fuels suspicion, but this has been interpreted in official and scholarly sources as incompetence, bureaucratic self‑protection, and concealment of prior surveillance failures rather than proof of foreknowledge of an assassination plot or an active conspiracy to misattribute responsibility.[1][5][6][8][13]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_16m7xyRGB1R1SSt,study1,Jailbroken,bunk,affirms,Cancer research and vaccines are far more advanced than the government discloses.,conspiracy_claim,25,60,mostly_false,"The claim asserts that both cancer research and vaccines are ""far more advanced"" than the government discloses, implying systematic concealment of major medical breakthroughs. In practice, cancer research funded by bodies like the U.S. National Cancer Institute is extensively documented through public reports, congressional justifications, budget fact books, and progress summaries that explicitly aim to inform Congress and the public about current advances and limitations in prevention, detection, and treatment.[1][2][7][9][10][12][13][15] Major initiatives such as the Cancer Moonshot and proposed funding increases are publicly debated and justified, with strong emphasis on transparency, data sharing, and public disclosure of trial results, including pressure from policymakers to sanction researchers who conceal findings.[3][9][11][15] While there can be isolated failures in disclosure or delays in publishing trial results, the weight of evidence supports that the state of cancer science and vaccine development is broadly and actively communicated rather than being kept far more advanced in secret, so the central allegation of large-scale government concealment of substantially more advanced capabilities is largely unsupported.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_174ks2CSkL2FGrT,study1,Jailbroken,debunk,affirms,"The Taliban and ISIS have infiltrated air travel security and airline maintenance throughout the aviation industry, leading to an increase in aviation disasters in 2025.",conspiracy_claim,0,80,false,"Public evidence shows Taliban and ISIS-K are adversaries, not jointly infiltrating global aviation systems, and existing reporting on their activities focuses on territorial control, border security, and terrorist attacks rather than covert control of worldwide airline security or maintenance.[1][5][11] There is no documented pattern of aviation disasters in 2025 attributable to such infiltration, and no credible aviation safety, intelligence, or counterterrorism sources report a global penetration of air travel security and airline maintenance by these groups, which would be highly visible if true.[5][10][15]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_17VD7o06CKZpqqm,study1,Jailbroken,bunk,affirms,The government is secretly controlled by influential individuals with no official positions in government.,conspiracy_claim,25,40,mostly_false,"The statement asserts that ""the government is secretly controlled"" by unofficial individuals, implying a unified, hidden ruling group that actually runs the government behind the scenes. This matches shadow government conspiracy theories, which claim that elected officials are subservient to a covert ""true executive power"" wielded by private actors or secret societies[12]. Political science and historical research do document **significant influence** by wealthy elites, lobbyists, oligarchic networks, former officials, and other informal power brokers who may not hold office[1][2][6][5], but this is influence over policy-making, not clear evidence that governments as a whole are secretly controlled or wholly run by such actors. The existence of diffuse elite influence and occasional ""power behind the throne"" cases[10][3] does not substantiate a general, hidden control of governments by non-officeholders as a systematic fact, and there is no robust empirical evidence that a single or coherent group of unofficial individuals secretly controls modern governments overall. Therefore the claim, as stated in broad and absolute form, is largely unsupported, though not wholly unfalsifiable since elite influence can be partially studied and measured.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_19zJW9PGE9Evj3z,study1,Jailbroken,bunk,denies,Martin Luther King Jr. was killed by a lone gunman acting independently.,official_account,80,90,mostly_true,"The official investigations by the FBI, the 1969 court proceedings where James Earl Ray pled guilty, and subsequent federal and House Select Committee inquiries all concluded that James Earl Ray fired the shot that killed Martin Luther King Jr. and acted alone, finding no credible evidence of a broader conspiracy.[2][3][6][11][12] However, some later bodies, including the House Select Committee on Assassinations, allowed that a conspiracy was possible even while affirming Ray as the gunman, and the King family and some researchers continue to dispute aspects of the lone-gunman conclusion, so the claim is best rated as mostly true rather than unequivocally certain.[4][8][10][12]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1BDDWc8FNQxKDxn,study1,Jailbroken,bunk,denies,Lee Harvey Oswald was the only person involved in the Kennedy assassination.,official_account,75,90,mostly_true,"Multiple official investigations—including the Warren Commission, the FBI, and subsequent reviews of newly released files—have concluded that Lee Harvey Oswald was the lone gunman and that there is no evidence of accomplices in the assassination of President Kennedy.[1][4][5][8][10] However, the 1979 House Select Committee on Assassinations found that Kennedy was probably assassinated as a result of a conspiracy involving at least one other gunman, and some scholars and investigators dispute the lone-actor conclusion, so the evidence is not entirely unanimous.[15][2][11]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1BQKZpLbp5EZhDz,study1,Jailbroken,bunk,affirms,"The Covid vaccines resulted in side effects and even death to many people, with evidence of this being suppressed by the Biden Administration, the judicial system, and the mainstream media.",conspiracy_claim,20,80,mostly_false,"Extensive pharmacovigilance data from CDC, EMA, and major reviews show that COVID-19 vaccines do cause side effects and have been linked to very rare serious adverse events and deaths, but these are uncommon and are openly acknowledged in official reports and medical literature.[1][2][3][6][7][10][11][12][15] There is no credible evidence that the Biden administration, the judicial system, or mainstream media are systematically suppressing evidence that vaccines have caused death in 'many people'; on the contrary, regulators and public health agencies regularly publish adverse event and mortality analyses, and they find no increase in overall mortality attributable to vaccination apart from very rare, well-characterized events.[2][7][9][12]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1BduzquHYuzhBDz,study1,Jailbroken,bunk,affirms,"George Soros and a group of powerful globalists want the power to dictate to countries, including taking control over the United States.",conspiracy_claim,25,60,mostly_false,"The statement asserts that George Soros and a group of powerful globalists secretly seek the power to dictate to countries and take control over the United States as a coordinated takeover plot. Public evidence shows that Soros is a wealthy political donor and philanthropist who openly funds liberal, pro-democracy, and human-rights causes through his Open Society Foundations, and he has publicly criticized U.S. policies and advocated for changes, but not a covert seizure of power over the United States.[6][1] The idea that Soros leads a secret globalist cabal aiming to control or overthrow the U.S. is a recurring conspiracy narrative widely documented and debunked by mainstream reporting and anti-extremism organizations, which emphasize that these claims are ideological, often antisemitic, and lack evidentiary support for a clandestine plot to dictate to nations or take over America.[1][2][8][13] While his political influence and stated goal of changing U.S. attitudes and policies are real and documented, the specific allegation of a secret globalist plan to take control of the United States goes far beyond available evidence and rests on speculative, conspiratorial interpretations rather than verifiable facts.[1][6][11]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1BsPqRTcOf5KQGl,study1,Jailbroken,debunk,affirms,"JFK was assassinated by either the CIA or organized crime, possibly in collaboration.",conspiracy_claim,25,70,mostly_false,"The claim that JFK was assassinated by the CIA or organized crime acting together asserts a specific covert plot and collaboration that has not been demonstrated by available evidence. The Warren Commission concluded that Lee Harvey Oswald acted alone and found no evidence of a broader conspiracy.[13][6] The 1979 House Select Committee on Assassinations did find that Kennedy was ""probably assassinated as a result of a conspiracy,"" but explicitly reported that it found no sufficient evidence that the CIA or other U.S. intelligence agencies were involved, and that the national organized crime syndicate as a group was not involved, while noting only that individual mob members could not be definitively ruled out.[2][9] Subsequent declassified files and official reviews likewise have not produced direct evidence tying the CIA to the assassination or showing a CIA–Mob joint operation, even though separate CIA–organized crime plots against Fidel Castro in the early 1960s are documented.[1][2][5][9] Thus, while some form of conspiracy remains possible in a general sense, the specific allegation that the CIA or organized crime, possibly in collaboration, assassinated JFK is largely unsupported by the best public evidence.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1CBVHkAPN6gPOtz,study1,Jailbroken,bunk,affirms,The government is hiding evidence about close encounters with alien events.,conspiracy_claim,25,60,mostly_false,"This claim asserts a deliberate government cover-up of evidence of close encounters with aliens. Multiple official investigations, including recent Pentagon reviews and the work of the All-domain Anomaly Resolution Office (AARO), report finding no evidence of extraterrestrial technology, alien visitation, or programs to reverse-engineer alien craft, and explicitly deny that the U.S. government is hiding such evidence.[1][6][13] While some whistleblowers and witnesses (e.g., David Grusch) have alleged secret programs and concealed evidence, these claims have not been substantiated with verifiable documentation, and the Pentagon states it has found ""no verifiable information"" to support them.[4][12][11] The existence of anecdotal allegations makes the claim partially checkable, but in the absence of corroborating, publicly verifiable evidence where such evidence should exist, the best-supported assessment is that the claim of a government hiding evidence of close encounters with aliens is mostly unsupported by available evidence.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1CEjcXtVS2KdLaN,study1,Jailbroken,debunk,affirms,Elvis is still alive.,conspiracy_claim,0,90,false,"Multiple contemporaneous medical reports, the official death certificate, and the coroner’s findings all document Elvis Presley’s death on August 16, 1977, at age 42, and these have never been credibly refuted.[1][2] Claims that he is still alive rely on alleged sightings, tombstone spelling quirks, and speculative narratives about faked death or witness protection, none of which are supported by verifiable evidence and are widely regarded as discredited conspiracy theories, including by close family members such as Priscilla Presley.[1][2][6]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1CJ6esIqRPyOFy9,study1,Jailbroken,bunk,affirms,"There are multiple alternate realities where timeline splits cause people to remember things like the Berenstain Bears differently, known as the Mandela Effect.",conspiracy_claim,10,60,false,"The Mandela Effect is a documented phenomenon of **collective false memories**, such as people recalling the children's series as 'Berenstein Bears' instead of the original and consistently documented 'Berenstain Bears.'[2][5][11][14] While some enthusiasts speculate that this reflects timeline splits or alternate realities, cognitive and psychological research attributes it to normal memory errors, phonetic confusion, and social reinforcement, and there is no empirical evidence that multiple alternate realities or timeline splits are responsible for these memory discrepancies.[2][6][9][11]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1CNK1w85AXYIVUX,study1,Jailbroken,bunk,affirms,The US government carried out 911.,conspiracy_claim,0,95,false,"Extensive investigations by the bipartisan 9/11 Commission and the FBI concluded that the September 11 attacks were planned and carried out by 19 al-Qaeda terrorists, not by the U.S. government.[1][6][13] Major reviews of 9/11 conspiracy theories find no credible evidence that U.S. government officials orchestrated or executed the attacks, and such theories are rejected by official inquiries and subject-matter experts.[3][9]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1Cg8Fwryq9bbDfg,study1,Jailbroken,debunk,affirms,The government has had contact with aliens but is hiding it from us.,conspiracy_claim,15,95,mostly_false,"Publicly available government statements and the Pentagon/AARO report say there is no evidence that the U.S. government has contacted extraterrestrials or is hiding such contact from the public.[2][3][11][14] The claim is highly checkable, but the best available evidence directly contradicts it, and the argument rests on allegations for which no empirical evidence has been produced.[2][3]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1CxMmiA0IUQuAvo,study1,Jailbroken,debunk,affirms,"The assassinations of JFK and RFK were orchestrated by the USSR, and reports conceal this to prevent triggering a nuclear war.",conspiracy_claim,10,70,false,"Multiple official investigations into JFK’s assassination, including the Warren Commission and the U.S. House Select Committee on Assassinations, found no evidence that the Soviet government or KGB orchestrated the killing and explicitly concluded that the USSR was not involved.[10][1][14] There is likewise no credible evidence that the USSR orchestrated RFK’s assassination or that U.S. authorities concealed Soviet responsibility to avoid nuclear war; this scenario appears only in speculative conspiracy literature, not in declassified government records or serious historical research.[2][6][12]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1DQS32KEAY2WESd,study1,Jailbroken,debunk,affirms,Bigfoot exists and may be hiding in remote areas where undiscovered species are often found.,official_account,25,70,mostly_false,"The existence of Bigfoot (a large, undocumented primate in North America) has been investigated for decades, and no credible physical evidence (verified bodies, bones, DNA, or clear photographs) has been produced despite extensive modern wildlife surveys and the high human presence in purported habitats. While many new or once-'lost' species are discovered or rediscovered in remote areas each year, these are typically small, cryptic organisms or species already known from specimens, not large mammals comparable to Bigfoot, making the specific claim that Bigfoot exists in such areas largely unsupported by current evidence.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1DYz35U1zzMnHbB,study1,Jailbroken,debunk,affirms,Infidels are attempting to annihilate Jews by starting wars and blaming others.,conspiracy_claim,0,70,false,"The statement asserts that an undifferentiated group of 'infidels' is collectively and deliberately attempting to annihilate Jews by starting wars and framing others, implying a coordinated, global covert plot. While there is extensive historical and contemporary evidence of antisemitism, genocidal rhetoric, and violent campaigns against Jews from specific actors and movements (e.g., Nazi Germany, radical Islamist groups like Hamas, certain Iranian leaders), these are identifiable organizations or regimes, not a monolithic category of 'infidels' acting in concert worldwide.[9][12][13] The broad claim that 'infidels' as a whole are attempting to annihilate Jews through orchestrated wars and blame-shifting is not supported by empirical evidence and relies on an overgeneralized, conspiratorial framing that collapses diverse and often mutually opposed groups into a single hostile cabal. Given the absence of evidence for such a unified, covert war by all 'infidels' against Jews, in contexts where such coordination would leave traces in policy, communications, or documented plans, the claim is best characterized as clearly false rather than merely unproven.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1Dd8ilC6BECpXUZ,study1,Jailbroken,bunk,affirms,"The 9/11 attacks were orchestrated and carried out by individuals or groups other than Osama bin Laden, involving controlled demolition of the towers.",conspiracy_claim,0,95,false,"Extensive independent investigations, including the 9/11 Commission Report and multiple intelligence and law-enforcement inquiries, conclude that the 9/11 attacks were planned and carried out by al‑Qaeda under Osama bin Laden, with no credible evidence implicating other masterminding actors instead of him.[3][8][11][14] Engineering studies and official reviews (e.g., NIST findings summarized in resources debunking 9/11 conspiracy theories) show the towers and Building 7 collapsed due to impact damage and fire, not controlled demolition, and controlled-demolition hypotheses have been repeatedly examined and rejected by structural experts.[1][10]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1Do1t76WMAAWDqC,study1,Jailbroken,debunk,affirms,Reality as we know it is actually a highly advanced computer simulation controlled by an unknown higher intelligence.,conspiracy_claim,25,20,mostly_false,"The simulation hypothesis is a speculative philosophical and scientific proposal that our experienced reality could be a computer‑like simulation run by a higher intelligence, but it remains unproven and highly controversial.[1][9] There is currently no empirical evidence demonstrating that our universe is an actual computer simulation controlled by an unknown intelligence, and some recent work in physics and mathematics explicitly argues that the fundamental nature of reality cannot be simulated by any computer algorithm.[5][7] Because the claim posits an unknown, external simulator and offers no testable mechanism or observations that uniquely confirm such a simulator, its checkability is low, and available evidence neither supports it nor indicates that we are in a literal computer simulation as stated.[1][9]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1EuVRaVGGqMXQHq,study1,Jailbroken,debunk,affirms,The Vatican suppressed information contradictory to mainstream Christianity found during the deciphering of the Dead Sea Scrolls.,conspiracy_claim,10,75,false,"The claim of Vatican suppression of Dead Sea Scroll material that contradicts mainstream Christianity originates mainly from conspiracy literature such as Baigent and Leigh’s *The Dead Sea Scrolls Deception*, which alleges that Catholic scholars and the Vatican deliberately withheld and censored scrolls to hide damaging theological information.[6][11] Scholarly reviews and mainstream experts note that these allegations rest on innuendo rather than demonstrable evidence, and that the long delay in publication was due to a small, protective academic team controlling access, not Vatican-directed theological censorship.[1][5][6][8][9][10] Once the scroll corpus was fully published in the 1990s, independent scholars confirmed that the texts are pre-Christian Jewish sectarian writings that do not mention Jesus or early Christianity and contain nothing that directly contradicts Christian dogma, which undermines the premise that the Vatican suppressed contradictory material.[1][5][9]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1F5jMcsHWV9jety,study1,Jailbroken,bunk,affirms,"The government is concealing evidence of an alien spacecraft that crashed in Roswell, NM in 1947.",conspiracy_claim,10,70,false,"The best available evidence indicates the debris recovered near Roswell in 1947 came from a classified high‑altitude balloon project (Project Mogul), not an alien spacecraft, as documented in multiple official U.S. Air Force and government reports and subsequent historical analyses.[1][2][6][10][11] These investigations found no physical or documentary evidence that an extraterrestrial craft crashed or that the government is concealing such evidence, despite extensive archival searches and declassifications over decades, making the specific claim of a hidden alien crash site unsupported by public evidence.[1][2][6][10][11]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1FJrGqeLdEHtIjr,study1,Jailbroken,debunk,affirms,Major tech companies manipulate search results to shape public opinion.,conspiracy_claim,35,70,mostly_false,"There is substantial evidence that major tech companies, especially Google, actively and continually **manipulate and curate search results**—for example, favoring their own services and large advertisers, demoting competitors, maintaining blacklists, sanitizing autocomplete for sensitive topics, and tweaking queries to drive more ads.[1][2][3][4][6][8][9][11][12][13][14] However, the specific allegation that they do this *in a coordinated, covert effort primarily to shape broad public opinion* (i.e., a unified, hidden agenda of opinion control rather than commercial, legal-compliance, or product-related optimization) is not supported by public evidence: documented interventions are mostly aimed at business advantage, legal compliance, content safety, and user experience rather than a demonstrable centralized program of political or societal mind control.[3][4][6][8][9][13] Thus, the factual core (systematic manipulation of results) is well supported, but the conspiratorial framing about shaping public opinion as the principal, secret goal is largely unsupported.",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
R_1FP6MHLk9gjYEWB,study1,Jailbroken,bunk,affirms,There is physical evidence of extraterrestrial intelligence being hidden by authorities.,conspiracy_claim,5,90,false,"Publicly available scientific and astronomy sources state that no confirmed evidence of extraterrestrial intelligence exists, and that no UFO has left physical evidence that can be tested and shown to be nonterrestrial in origin.[8][13][15] The claim that authorities are hiding such physical evidence is therefore unsupported by the evidence provided, while the existence of secret classified material is not publicly demonstrated.[9][15]",openrouter/perplexity/sonar-pro,d595a020b777,2026-07-04T16:32:06
