item_id,ResponseId,study,field,n_raters_ok,mean_confidence,consensus_response_quality,consensus_primary_theme,evid_pos,expt_pos,emph_pos,detl_pos,conx_pos,priv_pos,lack_neg,deep_neg,angr_neg,evid_neg,bias_neg,mech_neg,trst_neg,offt_neg,emot_neg,n_contested_themes,low_agreement_flag
S1_R_16hZB9Qy2Pkvcvu_pers,R_16hZB9Qy2Pkvcvu,S1,persuasive,5,0.832,substantive,conx_pos,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_16m7xyRGB1R1SSt_notpers,R_16m7xyRGB1R1SSt,S1,not_persuasive,5,0.93,substantive,trst_neg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
S1_R_16m7xyRGB1R1SSt_pers,R_16m7xyRGB1R1SSt,S1,persuasive,5,0.948,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_174ks2CSkL2FGrT_notpers,R_174ks2CSkL2FGrT,S1,not_persuasive,5,0.65,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_174ks2CSkL2FGrT_pers,R_174ks2CSkL2FGrT,S1,persuasive,5,0.844,meta_or_off_topic,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_17VD7o06CKZpqqm_notpers,R_17VD7o06CKZpqqm,S1,not_persuasive,5,0.902,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_17VD7o06CKZpqqm_pers,R_17VD7o06CKZpqqm,S1,persuasive,5,0.9,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_19zJW9PGE9Evj3z_notpers,R_19zJW9PGE9Evj3z,S1,not_persuasive,5,0.852,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_19zJW9PGE9Evj3z_pers,R_19zJW9PGE9Evj3z,S1,persuasive,5,0.872,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1BDDWc8FNQxKDxn_notpers,R_1BDDWc8FNQxKDxn,S1,not_persuasive,5,0.896,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1BDDWc8FNQxKDxn_pers,R_1BDDWc8FNQxKDxn,S1,persuasive,5,0.814,substantive,deep_neg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
S1_R_1BQKZpLbp5EZhDz_notpers,R_1BQKZpLbp5EZhDz,S1,not_persuasive,5,0.738,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_1BQKZpLbp5EZhDz_pers,R_1BQKZpLbp5EZhDz,S1,persuasive,5,0.846,substantive,expt_pos,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_1BduzquHYuzhBDz_notpers,R_1BduzquHYuzhBDz,S1,not_persuasive,5,0.902,substantive,lack_neg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
S1_R_1BduzquHYuzhBDz_pers,R_1BduzquHYuzhBDz,S1,persuasive,5,0.776,substantive,lack_neg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
S1_R_1BsPqRTcOf5KQGl_notpers,R_1BsPqRTcOf5KQGl,S1,not_persuasive,5,0.812,substantive,evid_neg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
S1_R_1BsPqRTcOf5KQGl_pers,R_1BsPqRTcOf5KQGl,S1,persuasive,5,0.852,substantive,deep_neg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
S1_R_1CBVHkAPN6gPOtz_notpers,R_1CBVHkAPN6gPOtz,S1,not_persuasive,5,0.79,meta_or_off_topic,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1CBVHkAPN6gPOtz_pers,R_1CBVHkAPN6gPOtz,S1,persuasive,5,0.812,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_1CEjcXtVS2KdLaN_notpers,R_1CEjcXtVS2KdLaN,S1,not_persuasive,5,0.882,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1CEjcXtVS2KdLaN_pers,R_1CEjcXtVS2KdLaN,S1,persuasive,5,0.95,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1CJ6esIqRPyOFy9_notpers,R_1CJ6esIqRPyOFy9,S1,not_persuasive,5,0.846,substantive,trst_neg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
S1_R_1CJ6esIqRPyOFy9_pers,R_1CJ6esIqRPyOFy9,S1,persuasive,5,0.808,substantive,expt_pos,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1CNK1w85AXYIVUX_notpers,R_1CNK1w85AXYIVUX,S1,not_persuasive,5,0.772,substantive,evid_neg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S1_R_1CNK1w85AXYIVUX_pers,R_1CNK1w85AXYIVUX,S1,persuasive,5,0.938,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1Cg8Fwryq9bbDfg_notpers,R_1Cg8Fwryq9bbDfg,S1,not_persuasive,5,0.788,substantive,evid_neg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
S1_R_1Cg8Fwryq9bbDfg_pers,R_1Cg8Fwryq9bbDfg,S1,persuasive,5,0.892,substantive,conx_pos,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_1CxMmiA0IUQuAvo_notpers,R_1CxMmiA0IUQuAvo,S1,not_persuasive,5,0.872,substantive,evid_neg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
S1_R_1CxMmiA0IUQuAvo_pers,R_1CxMmiA0IUQuAvo,S1,persuasive,5,0.95,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1DQS32KEAY2WESd_notpers,R_1DQS32KEAY2WESd,S1,not_persuasive,5,0.93,substantive,trst_neg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
S1_R_1DQS32KEAY2WESd_pers,R_1DQS32KEAY2WESd,S1,persuasive,5,0.808,substantive,deep_neg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
S1_R_1DYz35U1zzMnHbB_notpers,R_1DYz35U1zzMnHbB,S1,not_persuasive,5,0.782,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_1DYz35U1zzMnHbB_pers,R_1DYz35U1zzMnHbB,S1,persuasive,5,0.812,substantive,trst_neg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
S1_R_1Dd8ilC6BECpXUZ_notpers,R_1Dd8ilC6BECpXUZ,S1,not_persuasive,5,0.812,substantive,lack_neg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
S1_R_1Dd8ilC6BECpXUZ_pers,R_1Dd8ilC6BECpXUZ,S1,persuasive,5,0.818,substantive,detl_pos,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_1Do1t76WMAAWDqC_notpers,R_1Do1t76WMAAWDqC,S1,not_persuasive,5,0.732,substantive,evid_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_1Do1t76WMAAWDqC_pers,R_1Do1t76WMAAWDqC,S1,persuasive,5,0.868,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1EuVRaVGGqMXQHq_notpers,R_1EuVRaVGGqMXQHq,S1,not_persuasive,5,0.766,substantive,offt_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
S1_R_1EuVRaVGGqMXQHq_pers,R_1EuVRaVGGqMXQHq,S1,persuasive,5,0.906,substantive,evid_pos,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1F5jMcsHWV9jety_notpers,R_1F5jMcsHWV9jety,S1,not_persuasive,5,0.906,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1F5jMcsHWV9jety_pers,R_1F5jMcsHWV9jety,S1,persuasive,5,0.882,substantive,lack_neg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
S1_R_1FP6MHLk9gjYEWB_notpers,R_1FP6MHLk9gjYEWB,S1,not_persuasive,5,0.94,substantive,evid_neg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S1_R_1FP6MHLk9gjYEWB_pers,R_1FP6MHLk9gjYEWB,S1,persuasive,5,0.914,substantive,trst_neg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
S1_R_1FPeECeBYCUWFyh_notpers,R_1FPeECeBYCUWFyh,S1,not_persuasive,5,0.72,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_1FPeECeBYCUWFyh_pers,R_1FPeECeBYCUWFyh,S1,persuasive,5,0.854,substantive,trst_neg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
S1_R_1FRmzdAScjWF29i_notpers,R_1FRmzdAScjWF29i,S1,not_persuasive,5,0.818,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1FRmzdAScjWF29i_pers,R_1FRmzdAScjWF29i,S1,persuasive,5,0.944,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1FxJm9r60TZU2Di_notpers,R_1FxJm9r60TZU2Di,S1,not_persuasive,5,0.924,substantive,trst_neg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
S1_R_1FxJm9r60TZU2Di_pers,R_1FxJm9r60TZU2Di,S1,persuasive,5,0.752,substantive,detl_pos,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1G46lwqhO1IwMSt_notpers,R_1G46lwqhO1IwMSt,S1,not_persuasive,5,0.9,substantive,emph_pos,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1G46lwqhO1IwMSt_pers,R_1G46lwqhO1IwMSt,S1,persuasive,5,0.948,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1H2nq1JYnveWZrZ_notpers,R_1H2nq1JYnveWZrZ,S1,not_persuasive,5,0.824,substantive,bias_neg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
S1_R_1H2nq1JYnveWZrZ_pers,R_1H2nq1JYnveWZrZ,S1,persuasive,5,0.81,substantive,detl_pos,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_1HHdzjQlUVSmKsb_pers,R_1HHdzjQlUVSmKsb,S1,persuasive,5,0.934,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1HitDmTnANjxs2T_notpers,R_1HitDmTnANjxs2T,S1,not_persuasive,5,0.79,substantive,bias_neg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
S1_R_1HitDmTnANjxs2T_pers,R_1HitDmTnANjxs2T,S1,persuasive,5,0.668,substantive,bias_neg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
S1_R_1IDGwQ2x1Xz6qjL_notpers,R_1IDGwQ2x1Xz6qjL,S1,not_persuasive,5,0.788,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1IDGwQ2x1Xz6qjL_pers,R_1IDGwQ2x1Xz6qjL,S1,persuasive,5,0.934,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1IS4Pr0b74qdS37_notpers,R_1IS4Pr0b74qdS37,S1,not_persuasive,5,0.782,substantive,trst_neg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1
S1_R_1IS4Pr0b74qdS37_pers,R_1IS4Pr0b74qdS37,S1,persuasive,5,0.828,substantive,conx_pos,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1IiSfZPNi3MsJUQ_notpers,R_1IiSfZPNi3MsJUQ,S1,not_persuasive,5,0.742,substantive,offt_neg,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
S1_R_1IiSfZPNi3MsJUQ_pers,R_1IiSfZPNi3MsJUQ,S1,persuasive,5,0.856,substantive,conx_pos,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1J3YTrUVLRXu4FP_notpers,R_1J3YTrUVLRXu4FP,S1,not_persuasive,5,0.77,substantive,detl_pos,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_1J3YTrUVLRXu4FP_pers,R_1J3YTrUVLRXu4FP,S1,persuasive,5,0.842,substantive,detl_pos,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1JIV60mP2299mSu_notpers,R_1JIV60mP2299mSu,S1,not_persuasive,5,0.738,substantive,evid_neg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S1_R_1JIV60mP2299mSu_pers,R_1JIV60mP2299mSu,S1,persuasive,5,0.902,substantive,deep_neg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
S1_R_1JMuRDyPSyOhnsl_notpers,R_1JMuRDyPSyOhnsl,S1,not_persuasive,5,0.798,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1JMuRDyPSyOhnsl_pers,R_1JMuRDyPSyOhnsl,S1,persuasive,5,0.898,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1KImoAq6pMXgvhc_notpers,R_1KImoAq6pMXgvhc,S1,not_persuasive,5,0.828,substantive,deep_neg,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
S1_R_1KImoAq6pMXgvhc_pers,R_1KImoAq6pMXgvhc,S1,persuasive,5,0.902,substantive,expt_pos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1KNtdRPnXDYU0vZ_notpers,R_1KNtdRPnXDYU0vZ,S1,not_persuasive,5,0.932,substantive,lack_neg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
S1_R_1KNtdRPnXDYU0vZ_pers,R_1KNtdRPnXDYU0vZ,S1,persuasive,5,0.84,substantive,detl_pos,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1KqJljiznaGfw4j_notpers,R_1KqJljiznaGfw4j,S1,not_persuasive,5,0.808,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1KqJljiznaGfw4j_pers,R_1KqJljiznaGfw4j,S1,persuasive,5,0.746,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_1KrRtAfA7tXkFLa_pers,R_1KrRtAfA7tXkFLa,S1,persuasive,5,0.668,substantive,detl_pos,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
S1_R_1LBQAYyWcr5H2Ip_notpers,R_1LBQAYyWcr5H2Ip,S1,not_persuasive,5,0.798,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1LBQAYyWcr5H2Ip_pers,R_1LBQAYyWcr5H2Ip,S1,persuasive,5,0.876,substantive,expt_pos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1LdmbGQFvD153RC_notpers,R_1LdmbGQFvD153RC,S1,not_persuasive,5,0.778,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_1LdmbGQFvD153RC_pers,R_1LdmbGQFvD153RC,S1,persuasive,5,0.896,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1M5Ns30J5f44lqs_notpers,R_1M5Ns30J5f44lqs,S1,not_persuasive,5,0.952,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1M5Ns30J5f44lqs_pers,R_1M5Ns30J5f44lqs,S1,persuasive,5,0.832,substantive,conx_pos,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_1MRNj6OBXU8t8GR_notpers,R_1MRNj6OBXU8t8GR,S1,not_persuasive,5,0.752,substantive,offt_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
S1_R_1MRNj6OBXU8t8GR_pers,R_1MRNj6OBXU8t8GR,S1,persuasive,5,0.718,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1MrqFQFKRZR7PdP_notpers,R_1MrqFQFKRZR7PdP,S1,not_persuasive,5,0.896,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1MrqFQFKRZR7PdP_pers,R_1MrqFQFKRZR7PdP,S1,persuasive,5,0.922,substantive,expt_pos,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1N2ZPJqFhQLxNvR_notpers,R_1N2ZPJqFhQLxNvR,S1,not_persuasive,5,0.828,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1N2ZPJqFhQLxNvR_pers,R_1N2ZPJqFhQLxNvR,S1,persuasive,5,0.784,substantive,lack_neg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
S1_R_1NUrf39WLMIyzBk_notpers,R_1NUrf39WLMIyzBk,S1,not_persuasive,5,0.882,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1NUrf39WLMIyzBk_pers,R_1NUrf39WLMIyzBk,S1,persuasive,5,0.85,substantive,evid_pos,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1Nh0Zl1pt9p1oKN_notpers,R_1Nh0Zl1pt9p1oKN,S1,not_persuasive,5,0.934,substantive,evid_neg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S1_R_1Nh0Zl1pt9p1oKN_pers,R_1Nh0Zl1pt9p1oKN,S1,persuasive,5,0.698,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1NkharktjKvBsbL_notpers,R_1NkharktjKvBsbL,S1,not_persuasive,5,0.914,substantive,trst_neg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
S1_R_1NkharktjKvBsbL_pers,R_1NkharktjKvBsbL,S1,persuasive,5,0.936,substantive,trst_neg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
S1_R_1OH8OgjQvUn71nK_pers,R_1OH8OgjQvUn71nK,S1,persuasive,5,0.74,unclassifiable,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1OOX8W2oJIZJtF0_notpers,R_1OOX8W2oJIZJtF0,S1,not_persuasive,5,0.896,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1OOX8W2oJIZJtF0_pers,R_1OOX8W2oJIZJtF0,S1,persuasive,5,0.888,substantive,conx_pos,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1OPATNqYMYVt6UB_notpers,R_1OPATNqYMYVt6UB,S1,not_persuasive,5,0.8,substantive,trst_neg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
S1_R_1OPATNqYMYVt6UB_pers,R_1OPATNqYMYVt6UB,S1,persuasive,5,0.748,substantive,mech_neg,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1
S1_R_1OZvDq3I6ruTUY3_notpers,R_1OZvDq3I6ruTUY3,S1,not_persuasive,5,0.686,substantive,offt_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
S1_R_1OZvDq3I6ruTUY3_pers,R_1OZvDq3I6ruTUY3,S1,persuasive,5,0.916,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1Oe9tvOwbbqE264_notpers,R_1Oe9tvOwbbqE264,S1,not_persuasive,5,0.704,substantive,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1Oe9tvOwbbqE264_pers,R_1Oe9tvOwbbqE264,S1,persuasive,5,0.802,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
S1_R_1OqXg4Xv9L0NISQ_notpers,R_1OqXg4Xv9L0NISQ,S1,not_persuasive,5,0.876,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1OqXg4Xv9L0NISQ_pers,R_1OqXg4Xv9L0NISQ,S1,persuasive,5,0.86,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1OwTmR8TrYOCDg3_notpers,R_1OwTmR8TrYOCDg3,S1,not_persuasive,5,0.776,substantive,evid_neg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
S1_R_1OwTmR8TrYOCDg3_pers,R_1OwTmR8TrYOCDg3,S1,persuasive,5,0.858,substantive,deep_neg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
S1_R_1P6JcSJLHkhqNkw_notpers,R_1P6JcSJLHkhqNkw,S1,not_persuasive,5,0.886,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1P6JcSJLHkhqNkw_pers,R_1P6JcSJLHkhqNkw,S1,persuasive,5,0.758,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1PMOAaQsAcPkOrL_notpers,R_1PMOAaQsAcPkOrL,S1,not_persuasive,5,0.886,substantive,trst_neg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
S1_R_1PMOAaQsAcPkOrL_pers,R_1PMOAaQsAcPkOrL,S1,persuasive,5,0.9,no_answer,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1_R_1PNQql9XJWQmAWg_notpers,R_1PNQql9XJWQmAWg,S1,not_persuasive,5,0.772,substantive,evid_pos,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
S1_R_1PNQql9XJWQmAWg_pers,R_1PNQql9XJWQmAWg,S1,persuasive,5,0.92,substantive,detl_pos,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
